bug_ID,variant_ID,hotswap_time,hotswap_byte_length,execute_time,run_failing_test_case_time,run_regression_test_case_time
Time_15,2,-,-,-,-,-
Time_15,4,-,-,-,-,-
Time_15,6,-,-,-,-,-
Time_15,8,10 9,8199 3676,20,41,-
Time_15,10,10 10,8200 3676,21,43,-
Time_15,12,9,2334,27,37,-
Time_15,14,10 9,8202 3676,23,44,-
Time_15,16,-,-,-,-,-
Time_15,18,-,-,-,-,-
Time_15,20,11,2277,18,31,-
Time_15,22,-,-,-,-,-
Time_15,24,12 8 7,13979 1039 827,20,50,-
Time_15,26,10 8 8,13990 1039 827,19,47,-
Time_15,28,-,-,-,-,-
Time_15,30,10 9,8171 3676,19,40,-
Time_15,32,10 9 9,13981 1039 827,18,49,-
Time_15,34,10 8 7,13957 1039 827,21,49,-
Time_15,36,10 9,8203 3676,25,46,-
Time_15,38,10 8 8,13984 1039 827,50,79,-
Time_15,40,14 9 9,13946 1039 827,23,58,-
Time_15,42,10 9,8142 3676,24,46,-
Time_15,44,11 10 10,13990 1039 827,17,51,-
Time_15,46,11 9,8152 3676,16,39,-
Time_15,48,-,-,-,-,-
Time_15,50,11 9 9,13979 1039 827,21,52,-
Time_15,52,-,-,-,-,-
Time_15,54,10 10 9 9 10 9 9 9 9 9 9 9 9 9 9,2309 4729 3418 1776 12636 2853 1803 1709 4161 2210 3429 5452 5154 916 1443,19,166,-
Time_15,56,-,-,-,-,-
Time_15,58,11 9 9,13993 1039 827,25,57,-
Time_15,60,11 9 9,13980 1039 827,18,49,-
Time_15,62,-,-,-,-,-
Time_15,64,-,-,-,-,-
Time_15,66,10 9 9 9 11 9 9 8 9 8 9 9 9 8 8,2309 4729 3494 1776 12487 2882 1803 1709 4161 2210 3781 5452 5154 916 1499,23,166,-
Time_15,68,-,-,-,-,-
Time_15,70,11 9,8158 3676,23,45,-
Time_15,72,11 9 9,13990 1039 827,17,49,-
Time_15,74,10 9 9 8 10 8 8 8 9 8 9 9 8 8 8,2309 4729 3494 1776 12636 2882 1803 1709 4161 2210 3781 5452 5154 916 1499,25,165,-
Time_15,76,-,-,-,-,-
Time_15,78,10 9 9 9 9 9 10 9,4049 4427 1526 1708 2295 7309 8688 3321,23,103,-
Time_15,80,11 9,8200 3676,18,40,-
Time_15,82,-,-,-,-,-
Time_15,84,11 9 8,13991 1039 827,18,48,-
Time_15,86,-,-,-,-,-
Time_15,88,-,-,-,-,-
Time_15,90,-,-,-,-,-
Time_15,92,10 9 9 9 9 8 8 8 8 8 9 9 9 8 8,2309 4729 3494 1776 12641 2882 1803 1709 4161 2210 3781 5452 5154 916 1499,18,158,-
Time_15,94,10 9 9 9 10 9 9 9 9 9 9 9 9 9 9,2309 4729 3494 1776 12636 2735 1803 1709 4161 2210 3781 5452 5154 916 1499,24,170,-
Time_15,96,11,4218,23,35,-
Time_15,98,11 9 9,13980 1039 827,19,50,-
Time_15,100,-,-,-,-,-
Time_15,102,12 11,7895 3676,27,51,-
Time_15,104,-,-,-,-,-
Time_15,106,11 9 9,13990 1039 827,17,50,-
Time_15,108,-,-,-,-,-
Time_15,110,-,-,-,-,-
Time_15,112,-,-,-,-,-
Time_15,114,12 10 9,13957 1039 827,18,51,-
Time_15,116,11 10,1203 2667,22,45,-
Time_15,118,12,10464,25,39,-
Time_15,120,10 9 9 9 10 9 9 9 9 9 9 9 9 9 9,2309 4729 3494 1776 12636 2882 1803 1709 4103 2210 3781 5452 5154 916 1499,17,162,-
Time_15,122,-,-,-,-,-
Time_15,124,10,2334,18,29,-
Time_15,126,10 9,8186 3676,16,38,-
Time_15,128,-,-,-,-,-
Time_15,130,-,-,-,-,-
Time_15,132,11,4201,15,27,-
Time_15,134,11 9,8186 3676,17,39,-
Time_15,136,11 9,8188 3676,15,38,-
Time_15,138,-,-,-,-,-
Time_15,140,11 10 9 9 11 9 9 9 9 9 9 9 9 9 9,2309 4729 3494 1776 12607 2882 1803 1709 4161 2210 3781 5452 5154 916 1499,17,166,-
Time_15,142,-,-,-,-,-
Time_15,144,-,-,-,-,-
Time_15,146,-,-,-,-,-
Time_15,148,11 9,1229 2667,18,40,-
Time_15,150,11 10 10,13993 1039 827,18,51,-
Time_15,152,-,-,-,-,-
Time_15,154,14 13 12 10 12 10 10 10 10 9 9 9 9 9 9,2309 4729 3494 1776 12609 2882 1803 1709 4161 2210 3781 5452 5154 916 1499,18,182,-
Time_15,156,11 10 10 10 11 10 10 10 10 10 9 9 9 9 9,2309 4729 3494 1776 12620 2882 1803 1709 4161 2210 3781 5452 5154 916 1499,21,178,-
Time_15,158,-,-,-,-,-
Time_15,160,10,2259,68,79,-
Time_15,162,10 9,1203 2667,20,41,-
Time_15,164,10 9,8035 3676,18,40,-
Time_15,166,-,-,-,-,-
Time_15,168,10 9 9 9 10 9 9 9 9 9 9 9 9 9 9,2309 4729 3494 1776 12636 2882 1803 1709 4161 2210 3781 5452 5154 916 1499,22,167,-
Time_15,170,-,-,-,-,-
Time_15,172,-,-,-,-,-
Time_15,174,-,-,-,-,-
Time_15,176,-,-,-,-,-
Time_15,178,10 9 9 9 9 9 9 9,4049 4427 1526 1708 2295 7309 8714 3321,18,97,-
Time_15,180,10 9,8165 3676,17,39,-
Time_15,182,-,-,-,-,-
Time_15,184,11 9,8142 3676,16,38,-
Time_15,186,-,-,-,-,-
Time_15,188,11 9 9,13990 1039 827,17,49,-
Time_15,190,11,2356,22,34,-
Time_15,192,-,-,-,-,-
Time_15,194,-,-,-,-,-
Time_15,196,-,-,-,-,-
Time_15,198,11 9,8211 3629,16,38,-
Time_15,200,11 9 9 9 9 9 9 9,4049 4427 1526 1708 2295 7309 8641 3321,22,103,-
Time_15,202,11 10,8211 3629,16,39,-
Time_15,204,11 9 9,13979 1039 827,22,54,-
Time_15,206,-,-,-,-,-
Time_15,208,10,2334,21,33,-
Time_15,210,12 10,7832 3676,19,44,-
Time_15,212,-,-,-,-,-
Time_15,214,-,-,-,-,-
Time_15,216,-,-,-,-,-
Time_15,218,-,-,-,-,-
Time_15,220,10,2357,16,28,-
Time_15,222,-,-,-,-,-
Time_15,224,11 11,1215 2667,17,41,-
Time_15,226,11 9 9,13979 1039 827,21,54,-
Time_15,228,11 10,8211 3251,21,44,-
Time_15,230,11 9,7703 3548,15,37,-
Time_15,232,-,-,-,-,-
Time_15,234,-,-,-,-,-
Time_15,236,-,-,-,-,-
Time_15,238,16 13,8065 3676,15,47,-
Time_15,240,-,-,-,-,-
Time_15,242,-,-,-,-,-
Time_15,244,11 10,8204 3676,15,39,-
Time_15,246,-,-,-,-,-
Time_15,248,12 10,8204 3676,16,40,-
Time_15,250,11 10,8211 3397,15,38,-
Time_15,252,12 10 9,13980 1039 827,17,50,-
Time_15,254,11 10 9 9 10 9 9 9 9 9 9 9 9 9 9,2309 4729 3494 1776 12613 2882 1803 1709 4161 2210 3781 5452 5154 916 1499,20,170,-
Time_15,256,-,-,-,-,-
Time_15,258,11,4144,17,30,-
Time_15,260,-,-,-,-,-
Time_15,262,-,-,-,-,-
Time_15,264,10 9,1151 2667,17,39,-
Time_15,266,-,-,-,-,-
Time_15,268,-,-,-,-,-
Time_15,270,11 10,1203 2667,17,39,-
Time_15,272,11,3963,15,28,-
Time_15,274,11 9,5228 3676,15,38,-
Time_15,276,11,3673,20,33,-
Time_15,278,-,-,-,-,-
Time_15,280,12 10,8158 3676,19,43,-
Time_15,282,-,-,-,-,-
Time_15,284,11 10 9 9 10 9 9 9 9 9 9 9 9 9 9,2309 4729 3494 1776 12636 2735 1803 1709 4161 2210 3781 5452 5154 916 1499,20,173,-
Time_15,286,11 9,5228 3676,16,39,-
Time_15,288,11 9 9,13980 1039 827,18,49,-
Time_15,290,-,-,-,-,-
Time_15,292,-,-,-,-,-
Time_15,294,11 9,8151 3676,17,40,-
Time_15,296,11 10,8023 3548,16,39,-
Time_15,298,-,-,-,-,-
Time_15,300,11 10,8211 3678,17,41,-
Time_15,302,-,-,-,-,-
Time_15,304,11,3452,18,31,-
Time_15,306,-,-,-,-,-
Time_15,308,-,-,-,-,-
Time_15,310,-,-,-,-,-
Time_15,312,-,-,-,-,-
Time_15,314,-,-,-,-,-
Time_15,316,-,-,-,-,-
Time_15,318,-,-,-,-,-
Time_15,320,-,-,-,-,-
Time_15,322,11,2482,18,30,-
Time_15,324,-,-,-,-,-
Time_15,326,-,-,-,-,-
Time_15,328,-,-,-,-,-
Time_15,330,-,-,-,-,-
Time_15,332,11,2341,18,31,-
Time_15,334,-,-,-,-,-
Time_15,336,12 10,8162 3676,15,39,-
Time_15,338,-,-,-,-,-
Time_15,340,-,-,-,-,-
Time_15,342,-,-,-,-,-
Time_15,344,-,-,-,-,-
Time_15,346,11,2259,15,28,-
Time_15,348,11,2571,15,27,-
Time_15,350,11 10,1203 2667,15,39,-
Time_15,352,12,4144,16,29,-
Time_15,354,-,-,-,-,-
Time_15,356,-,-,-,-,-
Time_15,358,11,2512,15,27,-
Time_15,360,-,-,-,-,-
Time_15,362,12 11,8199 3676,15,40,-
Time_15,364,-,-,-,-,-
Time_15,366,-,-,-,-,-
Time_15,368,11,2334,17,30,-
Time_15,370,-,-,-,-,-
Time_15,372,-,-,-,-,-
Time_15,374,12,4218,16,29,-
Time_15,376,-,-,-,-,-
Time_15,378,11,4211,16,29,-
Time_15,380,-,-,-,-,-
Time_15,382,-,-,-,-,-
Time_15,384,11,2341,15,27,-
Time_15,386,12 10,8211 3580,17,41,-
Time_15,388,12 10,8165 3676,14,38,-
Time_15,390,-,-,-,-,-
Time_15,392,11 10 10 10 11 10 10 10 10 10 10 10 10 9 9,2216 3993 3418 1776 12636 2818 1803 1709 3789 2210 3429 5160 4706 860 1487,17,176,-
Time_15,394,12 11 11 11 11 10 12 11,4049 4427 1526 1708 2295 7309 8688 3321,23,116,-
Time_15,396,-,-,-,-,-
Time_15,398,11 10,8232 3676,16,40,-
Time_15,400,-,-,-,-,-
