bug_ID,variant_ID,process_lifetime,execute_time,run_failing_test_case_time,run_regression_test_case_time
Time_22,2,-,-,-,-
Time_22,4,371,223,372,-
Time_22,6,-,-,-,-
Time_22,8,342,229,343,-
Time_22,10,323,217,324,-
Time_22,12,-,-,-,-
Time_22,14,-,-,-,-
Time_22,16,417,214,418,-
Time_22,18,361,251,361,-
Time_22,20,-,-,-,-
Time_22,22,436,260,437,-
Time_22,24,446,265,447,-
Time_22,26,379,254,380,-
Time_22,28,486,260,486,-
Time_22,30,-,-,-,-
Time_22,32,352,223,353,-
Time_22,34,369,253,370,-
Time_22,36,380,227,381,-
Time_22,38,-,-,-,-
Time_22,40,395,262,396,-
Time_22,42,338,222,339,-
Time_22,44,-,-,-,-
Time_22,46,327,226,327,-
Time_22,48,-,-,-,-
Time_22,50,394,284,395,-
Time_22,52,-,-,-,-
Time_22,54,341,222,342,-
Time_22,56,359,230,360,-
Time_22,58,382,244,383,-
Time_22,60,375,232,375,-
Time_22,62,400,250,400,-
Time_22,64,-,-,-,-
Time_22,66,378,255,379,-
Time_22,68,351,229,352,-
Time_22,70,423,251,423,-
Time_22,72,-,-,-,-
Time_22,74,398,235,399,-
Time_22,76,-,-,-,-
Time_22,78,335,223,336,-
Time_22,80,176,-,177,-
Time_22,82,357,228,358,-
Time_22,84,325,227,325,-
Time_22,86,357,224,358,-
Time_22,88,-,-,-,-
Time_22,90,-,-,-,-
Time_22,92,363,230,364,-
Time_22,94,430,225,431,-
Time_22,96,-,-,-,-
Time_22,98,-,-,-,-
Time_22,100,413,261,413,-
Time_22,102,573,285,574,-
Time_22,104,351,221,352,-
Time_22,106,411,235,411,-
Time_22,108,362,252,363,-
Time_22,110,-,-,-,-
Time_22,112,-,-,-,-
Time_22,114,376,226,376,-
Time_22,116,349,226,349,-
Time_22,118,401,263,402,-
Time_22,120,382,224,382,-
Time_22,122,444,252,444,-
Time_22,124,388,258,388,-
Time_22,126,385,266,386,-
Time_22,128,324,223,325,-
Time_22,130,-,-,-,-
Time_22,132,400,280,401,-
Time_22,134,415,258,416,-
Time_22,136,-,-,-,-
Time_22,138,-,-,-,-
Time_22,140,377,234,378,-
Time_22,142,408,254,409,-
Time_22,144,405,259,406,-
Time_22,146,378,223,378,-
Time_22,148,-,-,-,-
Time_22,150,-,-,-,-
Time_22,152,-,-,-,-
Time_22,154,351,235,351,-
Time_22,156,346,224,347,-
Time_22,158,348,221,352,-
Time_22,160,374,252,374,-
Time_22,162,352,233,352,-
Time_22,164,-,-,-,-
Time_22,166,397,252,398,-
Time_22,168,385,257,386,-
Time_22,170,384,268,385,-
Time_22,172,-,-,-,-
Time_22,174,-,-,-,-
Time_22,176,365,242,365,-
Time_22,178,-,-,-,-
Time_22,180,-,-,-,-
Time_22,182,419,261,420,-
Time_22,184,-,-,-,-
Time_22,186,379,234,379,-
Time_22,188,370,233,371,-
Time_22,190,-,-,-,-
Time_22,192,-,-,-,-
Time_22,194,-,-,-,-
Time_22,196,-,-,-,-
Time_22,198,-,-,-,-
Time_22,200,-,-,-,-
Time_22,202,399,249,400,-
Time_22,204,-,-,-,-
Time_22,206,386,228,387,-
Time_22,208,-,-,-,-
Time_22,210,372,224,372,-
Time_22,212,371,244,371,-
Time_22,214,362,247,362,-
Time_22,216,-,-,-,-
Time_22,218,412,239,412,-
Time_22,220,-,-,-,-
Time_22,222,165,-,166,-
Time_22,224,-,-,-,-
Time_22,226,-,-,-,-
Time_22,228,332,229,333,-
Time_22,230,-,-,-,-
Time_22,232,-,-,-,-
Time_22,234,354,232,354,-
Time_22,236,-,-,-,-
Time_22,238,359,230,360,-
Time_22,240,375,264,375,-
Time_22,242,-,-,-,-
Time_22,244,414,266,415,-
Time_22,246,360,225,360,-
Time_22,248,369,265,370,-
Time_22,250,394,226,394,-
Time_22,252,342,224,343,-
Time_22,254,-,-,-,-
Time_22,256,371,226,372,-
Time_22,258,-,-,-,-
Time_22,260,-,-,-,-
Time_22,262,377,227,377,-
Time_22,264,397,255,397,-
Time_22,266,-,-,-,-
Time_22,268,476,268,477,-
Time_22,270,-,-,-,-
Time_22,272,349,225,350,-
Time_22,274,356,225,356,-
Time_22,276,-,-,-,-
Time_22,278,-,-,-,-
Time_22,280,375,262,376,-
Time_22,282,-,-,-,-
Time_22,284,430,260,430,-
Time_22,286,-,-,-,-
Time_22,288,-,-,-,-
Time_22,290,483,223,484,-
Time_22,292,-,-,-,-
Time_22,294,352,228,352,-
Time_22,296,-,-,-,-
Time_22,298,-,-,-,-
Time_22,300,414,232,414,-
Time_22,302,357,226,357,-
Time_22,304,-,-,-,-
Time_22,306,407,227,408,-
Time_22,308,461,266,464,-
Time_22,310,-,-,-,-
Time_22,312,-,-,-,-
Time_22,314,395,236,396,-
Time_22,316,394,253,394,-
Time_22,318,396,261,397,-
Time_22,320,-,-,-,-
Time_22,322,461,288,462,-
Time_22,324,415,248,415,-
Time_22,326,-,-,-,-
Time_22,328,417,261,418,-
Time_22,330,435,233,435,-
Time_22,332,353,250,357,-
Time_22,334,363,253,363,-
Time_22,336,-,-,-,-
Time_22,338,332,228,333,-
Time_22,340,-,-,-,-
Time_22,342,475,224,475,-
Time_22,344,411,229,412,-
Time_22,346,-,-,-,-
Time_22,348,400,270,401,-
Time_22,350,-,-,-,-
Time_22,352,416,258,417,-
Time_22,354,395,280,396,-
Time_22,356,-,-,-,-
Time_22,358,482,285,482,-
Time_22,360,-,-,-,-
Time_22,362,-,-,-,-
Time_22,364,-,-,-,-
Time_22,366,347,225,348,-
Time_22,368,-,-,-,-
Time_22,370,341,247,341,-
Time_22,372,445,280,446,-
Time_22,374,367,229,368,-
Time_22,376,391,278,391,-
Time_22,378,370,227,370,-
Time_22,380,-,-,-,-
Time_22,382,408,284,409,-
Time_22,384,-,-,-,-
Time_22,386,394,258,395,-
Time_22,388,-,-,-,-
Time_22,390,-,-,-,-
Time_22,392,401,234,402,-
Time_22,394,-,-,-,-
Time_22,396,-,-,-,-
Time_22,398,-,-,-,-
Time_22,400,-,-,-,-
