bug_ID,variant_ID,hotswap_time,hotswap_byte_length,execute_time,run_failing_test_case_time,run_regression_test_case_time
Time_1,2,-,-,-,-,-
Time_1,4,14 9 9,13740 1039 891,31,66,-
Time_1,6,-,-,-,-,-
Time_1,8,10,1370,31,42,-
Time_1,10,13 12 11,13759 1039 891,22,61,-
Time_1,12,9 9 8,8108 3548 812,30,59,-
Time_1,14,12 11 11,8376 3676 812,19,56,-
Time_1,16,9 9 9,8362 3676 812,19,48,-
Time_1,18,9 8 7,13809 1039 891,19,46,-
Time_1,20,10 9 8,13783 1039 891,19,50,-
Time_1,22,-,-,-,-,-
Time_1,24,-,-,-,-,-
Time_1,26,-,-,-,-,-
Time_1,28,9 8 8,13796 1039 891,27,55,-
Time_1,30,-,-,-,-,-
Time_1,32,10 9 9,8309 3676 812,19,49,-
Time_1,34,9,2384,24,35,-
Time_1,36,10 8 9,13795 1039 891,43,72,-
Time_1,38,14 10 10 10 11 10 10 10 10 10 10 10 10 10 10,2309 4729 3494 1776 12636 3067 1803 1709 4096 2210 3820 5452 5154 916 1499,23,191,-
Time_1,40,11 10 9,8357 3676 812,21,54,-
Time_1,42,11 10 9 9 12 10 10 9 10 9 10 10 9 9 9,2309 4729 3494 1776 12662 3067 1803 1709 4161 2210 3820 5452 5154 916 1499,19,175,-
Time_1,44,-,-,-,-,-
Time_1,46,-,-,-,-,-
Time_1,48,-,-,-,-,-
Time_1,50,-,-,-,-,-
Time_1,52,-,-,-,-,-
Time_1,54,12 10 9,13793 1039 891,20,54,-
Time_1,56,12 9 9,13800 1039 891,25,58,-
Time_1,58,-,-,-,-,-
Time_1,60,11 10 9,8360 3676 812,18,51,-
Time_1,62,11,2341,18,30,-
Time_1,64,11,1370,22,34,-
Time_1,66,-,-,-,-,-
Time_1,68,11 10 9,8361 3676 812,16,49,-
Time_1,70,-,-,-,-,-
Time_1,72,-,-,-,-,-
Time_1,74,-,-,-,-,-
Time_1,76,-,-,-,-,-
Time_1,78,12 10 9,8320 3676 812,16,50,-
Time_1,80,-,-,-,-,-
Time_1,82,-,-,-,-,-
Time_1,84,-,-,-,-,-
Time_1,86,11 10 10,8356 3676 812,16,50,-
Time_1,88,-,-,-,-,-
Time_1,90,11 10 10 10 10 10 11 9,4049 4427 1526 1708 2295 7309 8688 3321,20,105,-
Time_1,92,11,1855,21,33,-
Time_1,94,11 9 9,13783 1039 891,19,51,-
Time_1,96,-,-,-,-,-
Time_1,98,-,-,-,-,-
Time_1,100,12 10 9,5445 3676 812,18,52,-
Time_1,102,11 9 8 9 8,508 6873 509 243 566,18,68,-
Time_1,104,10 9 8 8 8 9 9 8,4049 4427 1526 1708 2295 7309 8714 3321,22,98,-
Time_1,106,11 10 9,8360 3676 812,17,49,-
Time_1,108,11 9 9,8168 3548 812,17,48,-
Time_1,110,-,-,-,-,-
Time_1,112,10 9,1229 2667,18,39,-
Time_1,114,-,-,-,-,-
Time_1,116,-,-,-,-,-
Time_1,118,11 9 9,8310 3676 812,20,51,-
Time_1,120,11 9 9,8365 3676 812,15,47,-
Time_1,122,-,-,-,-,-
Time_1,124,10 9,1229 2667,19,41,-
Time_1,126,11 9 9,5318 3676 812,16,47,-
Time_1,128,-,-,-,-,-
Time_1,130,-,-,-,-,-
Time_1,132,10,1370,16,27,-
Time_1,134,12 10 9,8291 3676 812,22,55,-
Time_1,136,-,-,-,-,-
Time_1,138,11 9 9,13795 1039 891,23,55,-
Time_1,140,-,-,-,-,-
Time_1,142,-,-,-,-,-
Time_1,144,11 9 9,13793 1039 891,18,50,-
Time_1,146,11 9 9,8157 3548 812,25,56,-
Time_1,148,11 9 9,8223 3676 812,16,47,-
Time_1,150,-,-,-,-,-
Time_1,152,-,-,-,-,-
Time_1,154,-,-,-,-,-
Time_1,156,10 9,1171 2837,16,38,-
Time_1,158,-,-,-,-,-
Time_1,160,11 9 9,8360 3676 812,16,48,-
Time_1,162,10 9 9 9 10 9 9 9 9 9 9 9 9 9 9,2309 4729 3494 1776 12636 3067 1803 1709 4161 2210 3801 5452 5154 916 1499,20,170,-
Time_1,164,11 9 9,8097 3548 812,18,49,-
Time_1,166,10 9,1248 2667,17,39,-
Time_1,168,10,3963,17,29,-
Time_1,170,-,-,-,-,-
Time_1,172,11 9 9,8377 3676 812,16,48,-
Time_1,174,-,-,-,-,-
Time_1,176,11 9 9,13786 1039 891,17,49,-
Time_1,178,11 9 9,13792 1039 891,24,56,-
Time_1,180,-,-,-,-,-
Time_1,182,11 9 9,13759 1039 891,25,57,-
Time_1,184,10,2334,17,29,-
Time_1,186,-,-,-,-,-
Time_1,188,-,-,-,-,-
Time_1,190,-,-,-,-,-
Time_1,192,11 10 9,8369 3580 812,16,48,-
Time_1,194,11,2269,16,28,-
Time_1,196,10 10,1213 2667,16,38,-
Time_1,198,-,-,-,-,-
Time_1,200,11 9 9,8359 3676 812,19,51,-
Time_1,202,-,-,-,-,-
Time_1,204,11 10 9,8360 3676 812,16,48,-
Time_1,206,12 9 9,13796 1039 891,17,50,-
Time_1,208,11 9 9,8358 3676 812,17,48,-
Time_1,210,11,2449,16,28,-
Time_1,212,11 10 9,8369 3629 812,21,53,-
Time_1,214,52 9 9,8344 3676 812,15,88,-
Time_1,216,11,4219,15,28,-
Time_1,218,11 10,1215 2667,19,42,-
Time_1,220,11 10 10,8361 3676 812,17,52,-
Time_1,222,11,1370,15,27,-
Time_1,224,11 10 10,8300 3676 812,15,49,-
