bug_ID,variant_ID,hotswap_time,hotswap_byte_length,execute_time,run_failing_test_case_time,run_regression_test_case_time
Time_9,2,-,-,-,-,-
Time_9,4,10 13 12 12 13 11 9 9 9 9 9 9 8 8 8,2309 4729 3494 1776 12636 2920 1803 1709 4161 2210 3820 5452 5154 916 1499,22,182,-
Time_9,6,10,10541,23,34,-
Time_9,8,8 8 7 7 7 8 7 7,4049 4427 1526 1708 2295 7309 8740 3321,23,90,-
Time_9,10,8 8 7 7 8 7 7 7 7 7 7 7 7 7 7,2309 4729 3494 1776 12636 2951 1803 1709 4161 2210 3820 5452 5154 916 1499,28,146,-
Time_9,12,-,-,-,-,-
Time_9,14,11,2361,21,34,-
Time_9,16,8 7 7,13706 1039 827,22,47,-
Time_9,18,8 7 7,13706 1039 827,21,46,-
Time_9,20,8 8 8 8 11 9 7 7 7 7 7 7 7 6 6,2309 4729 3494 1776 12610 3067 1803 1709 4161 2210 3820 5452 5154 916 1499,28,153,-
Time_9,22,10 10,1151 2667,21,43,-
Time_9,24,8 7,8176 3676,21,39,-
Time_9,26,-,-,-,-,-
Time_9,28,-,-,-,-,-
Time_9,30,-,-,-,-,-
Time_9,32,-,-,-,-,-
Time_9,34,-,-,-,-,-
Time_9,36,-,-,-,-,-
Time_9,38,-,-,-,-,-
Time_9,40,-,-,-,-,-
Time_9,42,9 7,8201 3397,24,43,-
Time_9,44,-,-,-,-,-
Time_9,46,-,-,-,-,-
Time_9,48,8 8 8 8 8 7 7 7 7 7 7 7 7 7 7,2309 4729 3494 1776 12620 3067 1803 1709 4161 2210 3820 5452 5154 916 1499,42,160,-
Time_9,50,13 12,8142 3676,20,47,-
Time_9,52,-,-,-,-,-
Time_9,54,10 8 8,13707 1039 827,20,48,-
Time_9,56,-,-,-,-,-
Time_9,58,-,-,-,-,-
Time_9,60,10 9,8201 3629,24,45,-
Time_9,62,10 8 8,13707 1039 827,18,47,-
Time_9,64,-,-,-,-,-
Time_9,66,10 9 9,13706 1039 827,18,49,-
Time_9,68,-,-,-,-,-
Time_9,70,-,-,-,-,-
Time_9,72,11 8 8,13709 1039 827,17,47,-
Time_9,74,-,-,-,-,-
Time_9,76,10 8,8123 3676,17,37,-
Time_9,78,-,-,-,-,-
Time_9,80,10 9,1151 2667,17,37,-
Time_9,82,-,-,-,-,-
Time_9,84,10 9,8189 3676,16,37,-
Time_9,86,-,-,-,-,-
Time_9,88,-,-,-,-,-
Time_9,90,-,-,-,-,-
Time_9,92,-,-,-,-,-
Time_9,94,10 10 9 9 9 8 8 8 8 8 8 8 9 8 8,2309 4729 3494 1776 12636 3067 1803 1709 4161 2210 3823 5452 5154 916 1499,17,158,-
Time_9,96,-,-,-,-,-
Time_9,98,10 9,8142 3676,17,38,-
Time_9,100,-,-,-,-,-
Time_9,102,-,-,-,-,-
Time_9,104,10 8 8,13673 1039 827,24,53,-
Time_9,106,10 8,7862 3676,23,44,-
Time_9,108,9 8 8 8 8,508 6855 509 243 566,23,67,-
Time_9,110,12,2334,17,31,-
Time_9,112,-,-,-,-,-
Time_9,114,11 9 8,13700 1039 827,17,48,-
Time_9,116,-,-,-,-,-
Time_9,118,-,-,-,-,-
Time_9,120,-,-,-,-,-
Time_9,122,-,-,-,-,-
Time_9,124,10 8,8111 3676,17,38,-
Time_9,126,11 9,8111 3676,20,42,-
Time_9,128,10 9,8132 3676,16,37,-
Time_9,130,9 8,1203 2667,16,36,-
Time_9,132,10 9,8208 3676,20,40,-
Time_9,134,-,-,-,-,-
Time_9,136,10 9 8,13695 1039 827,23,53,-
Time_9,138,10 9,8201 3679,17,38,-
Time_9,140,10 8 8,13697 1039 827,17,46,-
Time_9,142,-,-,-,-,-
Time_9,144,-,-,-,-,-
Time_9,146,13 9 8,13706 1039 827,16,49,-
Time_9,148,10 9 9 8 9 8 8 8 8 8 8 8 8 8 8,2309 4729 3494 1776 12611 3067 1803 1709 4161 2210 3820 5452 5154 916 1499,18,155,-
Time_9,150,-,-,-,-,-
Time_9,152,-,-,-,-,-
Time_9,154,-,-,-,-,-
Time_9,156,-,-,-,-,-
Time_9,158,10,2334,17,28,-
Time_9,160,10 9,8201 3463,21,42,-
Time_9,162,11 9 9,13696 1039 827,25,57,-
Time_9,164,10 8,7904 3676,22,43,-
Time_9,166,10,2273,19,30,-
Time_9,168,-,-,-,-,-
Time_9,170,-,-,-,-,-
Time_9,172,10 9,8201 3676,19,40,-
Time_9,174,10,1370,15,26,-
Time_9,176,-,-,-,-,-
Time_9,178,-,-,-,-,-
Time_9,180,11 9 8,13695 1039 827,16,47,-
Time_9,182,-,-,-,-,-
Time_9,184,-,-,-,-,-
Time_9,186,10 9,8189 3676,-,12731,-
Time_9,188,1 1,8094 3676,198,320,-
Time_9,190,-,-,-,-,-
Time_9,192,3,4144,44,48,-
