bug_ID,variant_ID,process_lifetime,execute_time,run_failing_test_case_time,run_regression_test_case_time
Time_14,2,-,-,-,-
Time_14,4,-,-,-,-
Time_14,6,349,220,350,-
Time_14,8,454,234,455,-
Time_14,10,346,242,346,-
Time_14,12,344,217,345,-
Time_14,14,365,249,366,-
Time_14,16,-,-,-,-
Time_14,18,340,208,341,-
Time_14,20,417,265,418,-
Time_14,22,-,-,-,-
Time_14,24,-,-,-,-
Time_14,26,-,-,-,-
Time_14,28,-,-,-,-
Time_14,30,-,-,-,-
Time_14,32,310,210,311,-
Time_14,34,-,-,-,-
Time_14,36,-,-,-,-
Time_14,38,-,-,-,-
Time_14,40,422,266,423,-
Time_14,42,-,-,-,-
Time_14,44,-,-,-,-
Time_14,46,428,253,429,-
Time_14,48,-,-,-,-
Time_14,50,-,-,-,-
Time_14,52,-,-,-,-
Time_14,54,426,249,427,-
Time_14,56,-,-,-,-
Time_14,58,-,-,-,-
Time_14,60,434,222,435,-
Time_14,62,474,215,474,-
Time_14,64,-,-,-,-
Time_14,66,-,-,-,-
Time_14,68,-,-,-,-
Time_14,70,-,-,-,-
Time_14,72,-,-,-,-
Time_14,74,405,247,406,-
Time_14,76,420,251,421,-
Time_14,78,-,-,-,-
Time_14,80,-,-,-,-
Time_14,82,352,246,353,-
Time_14,84,407,218,408,-
Time_14,86,349,214,350,-
Time_14,88,-,-,-,-
Time_14,90,-,-,-,-
Time_14,92,388,245,388,-
Time_14,94,-,-,-,-
Time_14,96,400,247,400,-
Time_14,98,386,242,386,-
Time_14,100,320,214,320,-
Time_14,102,363,224,364,-
Time_14,104,-,-,-,-
Time_14,106,-,-,-,-
Time_14,108,-,-,-,-
Time_14,110,369,218,370,-
Time_14,112,405,250,406,-
Time_14,114,335,220,336,-
Time_14,116,382,219,383,-
Time_14,118,337,194,338,-
Time_14,120,-,-,-,-
Time_14,122,407,224,407,-
Time_14,124,-,-,-,-
Time_14,126,-,-,-,-
Time_14,128,-,-,-,-
Time_14,130,-,-,-,-
Time_14,132,-,-,-,-
Time_14,134,409,248,410,-
Time_14,136,-,-,-,-
Time_14,138,383,242,384,-
Time_14,140,-,-,-,-
Time_14,142,-,-,-,-
Time_14,144,-,-,-,-
Time_14,146,349,215,350,-
Time_14,148,-,-,-,-
Time_14,150,361,253,362,-
Time_14,152,382,225,386,-
Time_14,154,336,218,337,-
Time_14,156,387,218,388,-
Time_14,158,-,-,-,-
Time_14,160,-,-,-,-
Time_14,162,-,-,-,-
Time_14,164,383,248,384,-
Time_14,166,-,-,-,-
Time_14,168,-,-,-,-
Time_14,170,399,243,399,-
Time_14,172,318,222,318,-
Time_14,174,357,240,357,-
Time_14,176,350,219,351,-
Time_14,178,-,-,-,-
Time_14,180,375,210,376,-
Time_14,182,406,205,406,-
Time_14,184,-,-,-,-
Time_14,186,364,245,365,-
Time_14,188,-,-,-,-
Time_14,190,-,-,-,-
Time_14,192,364,218,364,-
Time_14,194,-,-,-,-
Time_14,196,312,218,313,-
Time_14,198,-,-,-,-
Time_14,200,339,245,339,-
Time_14,202,-,-,-,-
Time_14,204,336,219,336,-
Time_14,206,351,238,352,-
Time_14,208,-,-,-,-
Time_14,210,-,-,-,-
Time_14,212,-,-,-,-
Time_14,214,372,249,373,-
Time_14,216,357,216,357,-
Time_14,218,-,-,-,-
Time_14,220,-,-,-,-
