bug_ID,variant_ID,hotswap_time,hotswap_byte_length,execute_time,run_failing_test_case_time,run_regression_test_case_time
Time_12,2,12 10 10,13990 1039 827,30,64,-
Time_12,4,9 9,1203 2667,33,53,-
Time_12,6,-,-,-,-,-
Time_12,8,8 10 8,1295 10914 418,25,54,-
Time_12,10,9 8,8181 3676,24,43,-
Time_12,12,9,2554,29,40,-
Time_12,14,8 8 8 7 8 7 7 6 7 7 7 7 7 6 7,2205 3993 3482 1616 12462 2937 1731 1677 3789 2110 3820 5160 4706 860 1499,29,145,-
Time_12,16,-,-,-,-,-
Time_12,18,-,-,-,-,-
Time_12,20,8,2259,22,31,-
Time_12,22,12 7 7,13946 1039 827,30,57,-
Time_12,24,-,-,-,-,-
Time_12,26,12 9 7,13981 1039 827,21,52,-
Time_12,28,-,-,-,-,-
Time_12,30,-,-,-,-,-
Time_12,32,-,-,-,-,-
Time_12,34,-,-,-,-,-
Time_12,36,8,2341,29,38,-
Time_12,38,9 7 7,13991 1039 827,21,46,-
Time_12,40,-,-,-,-,-
Time_12,42,9 7,8080 3676,50,69,-
Time_12,44,11 9 8,13990 1039 827,29,59,-
Time_12,46,-,-,-,-,-
Time_12,48,-,-,-,-,-
Time_12,50,11 9 9,13990 1039 827,27,59,-
Time_12,52,-,-,-,-,-
Time_12,54,-,-,-,-,-
Time_12,56,-,-,-,-,-
Time_12,58,10 9 9 9 10 9 9 9 9 9 9 9 9 9 9,2309 4729 3494 1776 12636 3009 1803 1709 4161 2210 3754 5452 5154 916 1499,28,174,-
Time_12,60,11 9 8,13979 1039 827,21,51,-
Time_12,62,15 13 11,13990 1039 827,26,69,-
Time_12,64,11 9 9,13990 1039 827,31,62,-
Time_12,66,-,-,-,-,-
Time_12,68,-,-,-,-,-
Time_12,70,11 9 9,13957 1039 827,25,57,-
Time_12,72,-,-,-,-,-
Time_12,74,10 9,8190 3676,19,40,-
Time_12,76,12 9,16688 3041,18,42,-
Time_12,78,-,-,-,-,-
Time_12,80,11 10,8190 3676,18,41,-
Time_12,82,10 10 9,1295 11022 418,26,57,-
Time_12,84,10 9 9 9 10 9 9 9 9 9 9 9 9 9 9,2309 4729 3494 1616 12528 3009 1731 1677 4161 2186 3820 5452 5154 916 1499,22,170,-
Time_12,86,11 10,8201 3463,25,48,-
Time_12,88,-,-,-,-,-
Time_12,90,11 9 9,13932 1039 827,21,52,-
Time_12,92,11,2062,27,39,-
Time_12,94,10,2357,18,30,-
Time_12,96,-,-,-,-,-
Time_12,98,11 10,7865 3676,22,46,-
Time_12,100,-,-,-,-,-
Time_12,102,11 10,8190 3676,21,44,-
Time_12,104,-,-,-,-,-
Time_12,106,-,-,-,-,-
Time_12,108,11 9 8 9 8,508 6685 509 243 566,19,68,-
Time_12,110,10,2601,29,40,-
Time_12,112,-,-,-,-,-
Time_12,114,10 9,8141 3676,21,42,-
Time_12,116,11 9 9,14025 1039 827,19,50,-
Time_12,118,-,-,-,-,-
Time_12,120,10 9 8,13991 1039 827,25,56,-
Time_12,122,-,-,-,-,-
Time_12,124,-,-,-,-,-
Time_12,126,10 10,1229 2667,25,47,-
Time_12,128,11 9,8194 3676,18,40,-
