bug_ID,variant_ID,process_lifetime,execute_time,run_failing_test_case_time,run_regression_test_case_time
Time_24,2,339,236,340,-
Time_24,4,353,234,354,-
Time_24,6,408,234,408,-
Time_24,8,-,-,-,-
Time_24,10,330,219,331,-
Time_24,12,-,-,-,-
Time_24,14,374,208,375,-
Time_24,16,393,235,393,-
Time_24,18,-,-,-,-
Time_24,20,-,-,-,-
Time_24,22,427,209,428,-
Time_24,24,-,-,-,-
Time_24,26,325,211,326,-
Time_24,28,-,-,-,-
Time_24,30,367,215,368,-
Time_24,32,-,-,-,-
Time_24,34,-,-,-,-
Time_24,36,-,-,-,-
Time_24,38,-,-,-,-
Time_24,40,368,223,369,-
Time_24,42,-,-,-,-
Time_24,44,388,206,389,-
Time_24,46,387,201,388,-
Time_24,48,390,206,390,-
Time_24,50,-,-,-,-
Time_24,52,348,210,348,-
Time_24,54,-,-,-,-
Time_24,56,322,204,323,-
Time_24,58,385,229,385,-
Time_24,60,-,-,-,-
Time_24,62,374,238,375,-
Time_24,64,387,238,387,-
Time_24,66,361,208,362,-
Time_24,68,-,-,-,-
Time_24,70,-,-,-,-
Time_24,72,384,221,385,-
Time_24,74,-,-,-,-
Time_24,76,400,250,401,-
Time_24,78,387,203,387,-
Time_24,80,-,-,-,-
Time_24,82,360,203,361,-
Time_24,84,-,-,-,-
Time_24,86,368,199,369,-
Time_24,88,372,205,372,-
Time_24,90,-,-,-,-
Time_24,92,-,-,-,-
Time_24,94,-,-,-,-
Time_24,96,-,-,-,-
Time_24,98,332,218,333,-
Time_24,100,428,226,432,-
Time_24,102,-,-,-,-
Time_24,104,-,-,10002,-
Time_24,106,-,-,-,-
Time_24,108,365,204,366,-
Time_24,110,-,-,-,-
Time_24,112,-,-,-,-
Time_24,114,298,205,299,-
Time_24,116,476,251,477,-
Time_24,118,477,225,478,-
Time_24,120,293,201,293,-
Time_24,122,418,231,419,-
Time_24,124,-,-,-,-
Time_24,126,384,239,385,-
Time_24,128,-,-,-,-
Time_24,130,-,-,-,-
Time_24,132,345,195,349,-
Time_24,134,321,209,322,-
Time_24,136,-,-,-,-
Time_24,138,357,227,358,-
Time_24,140,357,226,357,-
Time_24,142,375,249,376,-
Time_24,144,-,-,-,-
Time_24,146,-,-,-,-
Time_24,148,354,204,355,-
Time_24,150,179,-,180,-
Time_24,152,298,187,298,-
Time_24,154,-,-,-,-
Time_24,156,-,-,-,-
Time_24,158,336,209,336,-
Time_24,160,312,215,313,-
Time_24,162,-,-,-,-
Time_24,164,316,201,317,-
Time_24,166,-,-,-,-
Time_24,168,348,208,348,-
Time_24,170,311,215,312,-
Time_24,172,368,233,368,-
Time_24,174,-,-,-,-
Time_24,176,-,-,-,-
Time_24,178,334,197,335,-
Time_24,180,349,231,350,-
Time_24,182,-,-,-,-
Time_24,184,398,203,399,-
Time_24,186,388,202,392,-
Time_24,188,-,-,-,-
Time_24,190,308,202,308,-
Time_24,192,-,-,-,-
Time_24,194,-,-,-,-
Time_24,196,338,211,338,-
Time_24,198,-,-,10001,-
Time_24,200,-,-,-,-
Time_24,202,307,211,307,-
Time_24,204,298,200,299,-
Time_24,206,385,230,386,-
Time_24,208,384,206,384,-
Time_24,210,371,260,371,-
Time_24,212,-,-,-,-
Time_24,214,-,-,-,-
Time_24,216,-,-,-,-
Time_24,218,386,267,387,-
Time_24,220,374,238,375,-
Time_24,222,-,-,-,-
Time_24,224,-,-,-,-
Time_24,226,-,-,-,-
Time_24,228,-,-,-,-
Time_24,230,319,204,320,-
Time_24,232,-,-,-,-
Time_24,234,-,-,-,-
Time_24,236,330,207,331,-
Time_24,238,-,-,-,-
Time_24,240,354,202,355,-
Time_24,242,-,-,-,-
Time_24,244,-,-,-,-
Time_24,246,328,215,329,-
Time_24,248,353,206,354,-
Time_24,250,-,-,-,-
Time_24,252,351,208,351,-
Time_24,254,-,-,-,-
Time_24,256,362,210,363,-
Time_24,258,428,239,432,-
Time_24,260,363,194,363,-
Time_24,262,-,-,-,-
Time_24,264,320,205,320,-
Time_24,266,-,-,-,-
Time_24,268,404,251,404,-
Time_24,270,400,226,400,-
Time_24,272,-,-,-,-
Time_24,274,-,-,-,-
Time_24,276,413,234,414,-
Time_24,278,384,204,385,-
Time_24,280,-,-,-,-
Time_24,282,-,-,-,-
Time_24,284,406,234,407,-
Time_24,286,-,-,-,-
Time_24,288,-,-,-,-
Time_24,290,-,-,-,-
Time_24,292,400,195,401,-
Time_24,294,194,-,195,-
Time_24,296,436,236,436,-
Time_24,298,-,-,-,-
Time_24,300,-,-,-,-
Time_24,302,-,-,-,-
Time_24,304,-,-,-,-
Time_24,306,-,-,-,-
Time_24,308,-,-,-,-
Time_24,310,-,-,-,-
Time_24,312,350,203,351,-
Time_24,314,-,-,-,-
Time_24,316,-,-,-,-
Time_24,318,-,-,10002,-
Time_24,320,422,234,423,-
