bug_ID,variant_ID,process_lifetime,execute_time,run_failing_test_case_time,run_regression_test_case_time
Time_27,2,409,291,410,-
Time_27,4,417,274,418,-
Time_27,6,-,-,-,-
Time_27,8,-,-,-,-
Time_27,10,387,243,387,-
Time_27,12,374,241,375,-
Time_27,14,361,248,362,-
Time_27,16,-,-,-,-
Time_27,18,141,-,142,-
Time_27,20,344,241,345,-
Time_27,22,373,265,374,-
Time_27,24,390,248,391,-
Time_27,26,-,-,-,-
Time_27,28,439,241,440,-
Time_27,30,-,-,-,-
Time_27,32,397,256,397,-
Time_27,34,417,252,417,-
Time_27,36,460,287,461,-
Time_27,38,394,242,394,-
Time_27,40,432,249,432,-
Time_27,42,415,279,415,-
Time_27,44,-,-,-,-
Time_27,46,457,280,457,-
Time_27,48,-,-,-,-
Time_27,50,-,-,-,-
Time_27,52,-,-,-,-
Time_27,54,503,315,504,-
Time_27,56,376,241,376,-
Time_27,58,368,262,369,-
Time_27,60,414,271,415,-
Time_27,62,391,271,391,-
Time_27,64,394,242,394,-
Time_27,66,-,-,-,-
Time_27,68,409,281,409,-
Time_27,70,476,314,477,-
Time_27,72,382,264,383,-
Time_27,74,392,262,393,-
Time_27,76,-,-,-,-
Time_27,78,383,249,384,-
Time_27,80,-,-,10002,-
Time_27,82,363,244,363,-
Time_27,84,384,254,385,-
Time_27,86,418,281,419,-
Time_27,88,388,242,389,-
Time_27,90,-,-,-,-
Time_27,92,457,240,457,-
Time_27,94,-,-,10001,-
Time_27,96,353,243,353,-
Time_27,98,-,-,-,-
Time_27,100,469,316,470,-
Time_27,102,-,-,-,-
Time_27,104,370,244,371,-
Time_27,106,-,-,-,-
Time_27,108,-,-,-,-
Time_27,110,-,-,-,-
Time_27,112,359,248,359,-
Time_27,114,415,251,416,-
Time_27,116,-,-,-,-
Time_27,118,-,-,-,-
Time_27,120,430,240,431,-
Time_27,122,-,-,-,-
Time_27,124,357,243,358,-
Time_27,126,432,286,433,-
Time_27,128,134,-,134,-
Time_27,130,381,228,381,-
Time_27,132,-,-,-,-
Time_27,134,462,290,463,-
Time_27,136,395,281,395,-
Time_27,138,426,253,427,-
Time_27,140,-,-,-,-
Time_27,142,387,248,387,-
Time_27,144,493,268,493,-
Time_27,146,-,-,-,-
Time_27,148,458,272,458,-
Time_27,150,-,-,-,-
Time_27,152,-,-,-,-
Time_27,154,423,241,423,-
Time_27,156,384,240,384,-
Time_27,158,370,240,371,-
Time_27,160,-,-,-,-
Time_27,162,-,-,-,-
Time_27,164,-,-,-,-
Time_27,166,347,240,347,-
Time_27,168,353,247,357,-
Time_27,170,371,245,372,-
Time_27,172,447,244,447,-
Time_27,174,-,-,-,-
Time_27,176,408,262,409,-
Time_27,178,361,255,361,-
Time_27,180,504,253,505,-
Time_27,182,363,244,363,-
Time_27,184,-,-,-,-
Time_27,186,-,-,-,-
Time_27,188,-,-,-,-
Time_27,190,379,244,380,-
Time_27,192,-,-,-,-
Time_27,194,383,235,383,-
Time_27,196,-,-,-,-
Time_27,198,389,249,389,-
Time_27,200,-,-,-,-
Time_27,202,426,239,426,-
Time_27,204,410,284,411,-
Time_27,206,-,-,-,-
Time_27,208,377,245,377,-
Time_27,210,458,240,458,-
Time_27,212,-,-,-,-
Time_27,214,358,239,359,-
Time_27,216,359,236,360,-
Time_27,218,-,-,-,-
Time_27,220,-,-,-,-
Time_27,222,379,250,379,-
Time_27,224,441,278,441,-
Time_27,226,364,240,364,-
Time_27,228,448,265,449,-
Time_27,230,384,247,385,-
Time_27,232,-,-,-,-
Time_27,234,345,239,345,-
Time_27,236,-,-,-,-
Time_27,238,485,264,485,-
Time_27,240,426,279,426,-
Time_27,242,-,-,-,-
Time_27,244,-,-,-,-
Time_27,246,-,-,-,-
Time_27,248,372,249,373,-
Time_27,250,344,243,345,-
Time_27,252,-,-,-,-
Time_27,254,-,-,-,-
Time_27,256,-,-,-,-
Time_27,258,391,240,395,-
Time_27,260,431,290,431,-
Time_27,262,-,-,-,-
Time_27,264,412,251,413,-
Time_27,266,349,242,350,-
Time_27,268,-,-,-,-
Time_27,270,-,-,-,-
Time_27,272,-,-,-,-
Time_27,274,-,-,-,-
Time_27,276,-,-,-,-
Time_27,278,433,252,434,-
Time_27,280,-,-,-,-
Time_27,282,418,270,419,-
Time_27,284,-,-,-,-
Time_27,286,386,243,387,-
Time_27,288,-,-,-,-
Time_27,290,424,289,424,-
Time_27,292,356,242,356,-
Time_27,294,380,250,381,-
Time_27,296,393,241,394,-
Time_27,298,532,267,533,-
Time_27,300,402,259,403,-
Time_27,302,388,241,388,-
Time_27,304,-,-,-,-
Time_27,306,467,270,468,-
Time_27,308,372,261,373,-
Time_27,310,433,248,434,-
Time_27,312,374,247,375,-
Time_27,314,-,-,-,-
Time_27,316,412,268,413,-
Time_27,318,383,245,383,-
Time_27,320,360,250,360,-
Time_27,322,-,-,-,-
Time_27,324,-,-,-,-
Time_27,326,424,276,424,-
Time_27,328,-,-,-,-
Time_27,330,422,291,423,-
Time_27,332,-,-,-,-
Time_27,334,-,-,-,-
Time_27,336,-,-,-,-
Time_27,338,-,-,-,-
Time_27,340,397,241,397,-
Time_27,342,393,255,393,-
Time_27,344,403,256,403,-
Time_27,346,396,244,397,-
Time_27,348,399,269,399,-
Time_27,350,-,-,-,-
Time_27,352,387,249,388,-
Time_27,354,384,259,384,-
Time_27,356,-,-,-,-
Time_27,358,-,-,-,-
Time_27,360,372,240,372,-
Time_27,362,391,275,392,-
Time_27,364,372,239,372,-
Time_27,366,-,-,-,-
Time_27,368,-,-,-,-
Time_27,370,-,-,-,-
Time_27,372,345,247,346,-
Time_27,374,423,263,424,-
Time_27,376,409,295,410,-
Time_27,378,358,244,359,-
Time_27,380,403,242,404,-
Time_27,382,412,267,412,-
Time_27,384,469,278,469,-
Time_27,386,-,-,-,-
Time_27,388,-,-,-,-
Time_27,390,440,278,441,-
Time_27,392,376,263,377,-
Time_27,394,439,246,440,-
Time_27,396,397,241,397,-
Time_27,398,-,-,-,-
Time_27,400,372,251,373,-
