bug_ID,variant_ID,process_lifetime,execute_time,run_failing_test_case_time,run_regression_test_case_time
Time_17,2,345,228,346,-
Time_17,4,-,-,-,-
Time_17,6,-,-,-,-
Time_17,8,378,257,379,-
Time_17,10,430,224,430,-
Time_17,12,413,242,414,-
Time_17,14,-,-,-,-
Time_17,16,468,230,469,-
Time_17,18,451,222,452,-
Time_17,20,-,-,-,-
Time_17,22,-,-,-,-
Time_17,24,440,251,440,-
Time_17,26,338,230,339,-
Time_17,28,424,226,425,-
Time_17,30,443,274,444,-
Time_17,32,-,-,-,-
Time_17,34,394,231,394,-
Time_17,36,-,-,-,-
Time_17,38,-,-,-,-
Time_17,40,370,223,373,-
Time_17,42,392,269,393,-
Time_17,44,-,-,-,-
Time_17,46,365,259,366,-
Time_17,48,-,-,-,-
Time_17,50,359,260,360,-
Time_17,52,470,231,471,-
Time_17,54,-,-,-,-
Time_17,56,-,-,-,-
Time_17,58,-,-,-,-
Time_17,60,-,-,-,-
Time_17,62,-,-,-,-
Time_17,64,-,-,-,-
Time_17,66,334,221,334,-
Time_17,68,-,-,-,-
Time_17,70,-,-,-,-
Time_17,72,337,223,338,-
Time_17,74,502,257,503,-
Time_17,76,-,-,-,-
Time_17,78,-,-,-,-
Time_17,80,388,231,389,-
Time_17,82,-,-,-,-
Time_17,84,365,223,365,-
Time_17,86,367,223,368,-
Time_17,88,-,-,-,-
Time_17,90,408,254,409,-
Time_17,92,-,-,-,-
Time_17,94,-,-,10002,-
Time_17,96,410,224,410,-
Time_17,98,-,-,-,-
Time_17,100,-,-,-,-
Time_17,102,457,234,458,-
Time_17,104,351,228,354,-
Time_17,106,-,-,-,-
Time_17,108,339,225,340,-
Time_17,110,-,-,-,-
Time_17,112,343,223,343,-
Time_17,114,460,297,461,-
Time_17,116,372,234,372,-
Time_17,118,360,257,361,-
Time_17,120,454,257,455,-
Time_17,122,383,254,384,-
Time_17,124,348,252,349,-
Time_17,126,352,225,352,-
Time_17,128,-,-,-,-
Time_17,130,-,-,-,-
Time_17,132,-,-,-,-
Time_17,134,361,224,361,-
Time_17,136,-,-,-,-
Time_17,138,-,-,-,-
Time_17,140,-,-,-,-
Time_17,142,-,-,-,-
Time_17,144,371,228,371,-
Time_17,146,-,-,-,-
Time_17,148,-,-,-,-
Time_17,150,-,-,-,-
Time_17,152,-,-,-,-
Time_17,154,-,-,-,-
Time_17,156,449,320,449,-
Time_17,158,-,-,-,-
Time_17,160,354,234,355,-
Time_17,162,444,269,444,-
Time_17,164,-,-,-,-
Time_17,166,355,222,356,-
Time_17,168,359,227,361,-
Time_17,170,341,225,341,-
Time_17,172,398,253,399,-
Time_17,174,-,-,-,-
Time_17,176,411,261,411,-
Time_17,178,-,-,-,-
Time_17,180,384,237,384,-
Time_17,182,-,-,-,-
Time_17,184,339,225,339,-
Time_17,186,-,-,-,-
Time_17,188,-,-,-,-
Time_17,190,337,221,338,-
Time_17,192,-,-,-,-
Time_17,194,369,250,370,-
Time_17,196,361,225,362,-
Time_17,198,-,-,-,-
Time_17,200,-,-,-,-
Time_17,202,416,276,417,-
Time_17,204,421,273,422,-
Time_17,206,379,230,380,-
Time_17,208,-,-,-,-
Time_17,210,382,226,382,-
Time_17,212,363,258,364,-
Time_17,214,413,242,413,-
Time_17,216,-,-,-,-
Time_17,218,351,223,351,-
Time_17,220,-,-,-,-
Time_17,222,470,260,470,-
Time_17,224,377,263,377,-
Time_17,226,-,-,-,-
Time_17,228,338,228,339,-
Time_17,230,355,223,355,-
Time_17,232,371,241,372,-
Time_17,234,-,-,-,-
Time_17,236,-,-,-,-
Time_17,238,-,-,-,-
Time_17,240,341,226,342,-
Time_17,242,-,-,-,-
Time_17,244,-,-,-,-
Time_17,246,-,-,-,-
Time_17,248,362,258,362,-
Time_17,250,355,243,355,-
Time_17,252,449,225,449,-
Time_17,254,356,220,359,-
Time_17,256,357,228,357,-
Time_17,258,-,-,-,-
Time_17,260,469,293,469,-
Time_17,262,335,223,336,-
Time_17,264,-,-,-,-
Time_17,266,-,-,-,-
Time_17,268,315,219,315,-
Time_17,270,-,-,-,-
Time_17,272,340,227,341,-
Time_17,274,-,-,-,-
Time_17,276,-,-,-,-
Time_17,278,358,250,358,-
Time_17,280,423,265,423,-
Time_17,282,404,233,405,-
Time_17,284,-,-,-,-
Time_17,286,-,-,-,-
Time_17,288,-,-,-,-
Time_17,290,342,228,343,-
Time_17,292,-,-,-,-
Time_17,294,-,-,-,-
Time_17,296,343,237,343,-
Time_17,298,-,-,-,-
Time_17,300,-,-,-,-
Time_17,302,377,260,377,-
Time_17,304,381,260,382,-
Time_17,306,-,-,10002,-
Time_17,308,-,-,-,-
Time_17,310,456,226,456,-
Time_17,312,-,-,-,-
Time_17,314,379,241,379,-
Time_17,316,-,-,-,-
Time_17,318,-,-,-,-
Time_17,320,-,-,-,-
Time_17,322,435,286,436,-
Time_17,324,-,-,-,-
Time_17,326,-,-,-,-
Time_17,328,-,-,-,-
Time_17,330,503,260,504,-
Time_17,332,424,265,425,-
Time_17,334,370,248,371,-
Time_17,336,-,-,-,-
Time_17,338,-,-,-,-
Time_17,340,376,227,377,-
Time_17,342,-,-,-,-
Time_17,344,436,274,436,-
Time_17,346,434,257,434,-
Time_17,348,-,-,-,-
Time_17,350,-,-,-,-
Time_17,352,324,224,324,-
Time_17,354,349,223,349,-
Time_17,356,367,228,367,-
Time_17,358,-,-,-,-
Time_17,360,-,-,-,-
Time_17,362,345,225,345,-
Time_17,364,386,226,387,-
Time_17,366,-,-,-,-
Time_17,368,-,-,-,-
Time_17,370,-,-,-,-
Time_17,372,347,225,348,-
Time_17,374,348,224,349,-
Time_17,376,479,269,480,-
Time_17,378,-,-,-,-
Time_17,380,338,222,339,-
Time_17,382,340,224,341,-
Time_17,384,391,250,392,-
Time_17,386,343,230,344,-
Time_17,388,381,247,381,-
Time_17,390,320,225,320,-
Time_17,392,333,239,334,-
Time_17,394,366,227,367,-
Time_17,396,374,254,375,-
Time_17,398,369,226,370,-
Time_17,400,399,232,400,-
