bug_ID,variant_ID,process_lifetime,execute_time,run_failing_test_case_time,run_regression_test_case_time
Chart_3,2,214,140,215,-
Chart_3,4,254,180,255,-
Chart_3,6,-,-,-,-
Chart_3,8,-,-,-,-
Chart_3,10,-,-,-,-
Chart_3,12,254,167,254,-
Chart_3,14,316,255,317,-
Chart_3,16,218,145,218,-
Chart_3,18,299,221,300,-
Chart_3,20,247,174,248,-
Chart_3,22,250,183,250,-
Chart_3,24,224,134,225,-
Chart_3,26,-,-,-,-
Chart_3,28,280,214,281,-
Chart_3,30,245,173,246,-
Chart_3,32,240,172,240,-
Chart_3,34,245,172,245,-
Chart_3,36,251,191,252,-
Chart_3,38,-,-,-,-
Chart_3,40,242,159,243,-
Chart_3,42,-,-,-,-
Chart_3,44,241,176,241,-
Chart_3,46,-,-,-,-
Chart_3,48,243,183,243,-
Chart_3,50,234,161,235,-
Chart_3,52,259,181,259,-
Chart_3,54,270,190,270,-
Chart_3,56,263,199,263,-
Chart_3,58,-,-,-,-
Chart_3,60,281,212,282,-
Chart_3,62,315,238,315,-
Chart_3,64,268,189,268,-
Chart_3,66,-,-,-,-
Chart_3,68,224,162,224,-
Chart_3,70,-,-,-,-
Chart_3,72,260,195,261,-
Chart_3,74,197,127,197,-
Chart_3,76,251,190,251,-
Chart_3,78,-,-,-,-
Chart_3,80,-,-,-,-
Chart_3,82,204,143,204,-
Chart_3,84,225,163,225,-
Chart_3,86,282,222,282,-
Chart_3,88,320,244,320,-
Chart_3,90,-,-,-,-
Chart_3,92,-,-,-,-
Chart_3,94,-,-,-,-
Chart_3,96,247,174,247,-
Chart_3,98,203,130,203,-
Chart_3,100,255,185,256,-
Chart_3,102,257,186,257,-
Chart_3,104,-,-,-,-
Chart_3,106,238,174,238,-
Chart_3,108,232,168,233,-
Chart_3,110,278,213,278,-
Chart_3,112,199,132,199,-
Chart_3,114,194,133,194,-
Chart_3,116,-,-,-,-
Chart_3,118,279,219,280,-
Chart_3,120,-,-,-,-
Chart_3,122,241,167,241,-
Chart_3,124,195,133,195,-
Chart_3,126,223,163,223,-
