bug_ID,variant_ID,hotswap_time,hotswap_byte_length,execute_time,run_failing_test_case_time,run_regression_test_case_time
Chart_12,2,14,20750,3,18,-
Chart_12,4,13,20751,2,17,-
Chart_12,6,-,-,-,-,-
Chart_12,8,-,-,-,-,-
Chart_12,10,13,20751,5,20,-
Chart_12,12,17,20734,2,22,-
Chart_12,14,12,20645,0,15,-
Chart_12,16,-,-,-,-,-
Chart_12,18,13,20743,3,18,-
Chart_12,20,13,20772,2,17,-
Chart_12,22,12,20749,2,15,-
Chart_12,24,-,-,-,-,-
Chart_12,26,12,20750,2,15,-
Chart_12,28,18,20730,2,21,-
Chart_12,30,13,20727,2,17,-
Chart_12,32,12,20750,2,16,-
Chart_12,34,18,20730,3,23,-
Chart_12,36,18,20734,3,22,-
Chart_12,38,-,-,-,-,-
Chart_12,40,12,20751,3,17,-
Chart_12,42,13,19627,2,16,-
Chart_12,44,18,20730,2,22,-
Chart_12,46,18,20636,2,21,-
Chart_12,48,18,20501,2,21,-
Chart_12,50,-,-,-,-,-
Chart_12,52,18,20727,2,21,-
Chart_12,54,12,20741,2,15,-
Chart_12,56,16,20771,2,19,-
Chart_12,58,16,10241,2,19,-
Chart_12,60,19,20727,2,22,-
Chart_12,62,16,20750,2,19,-
Chart_12,64,15,20750,2,17,-
Chart_12,66,-,-,-,-,-
Chart_12,68,15,10241,2,17,-
Chart_12,70,16,20655,2,19,-
Chart_12,72,17,20750,2,20,-
Chart_12,74,-,-,-,-,-
Chart_12,76,16,20774,2,19,-
Chart_12,78,16,20751,2,19,-
Chart_12,80,16,19783,2,19,-
Chart_12,82,14,20719,2,17,-
Chart_12,84,14,20727,2,17,-
Chart_12,86,12,20750,2,14,-
Chart_12,88,15,20734,2,18,-
Chart_12,90,12,20750,2,21,-
Chart_12,92,-,-,-,-,-
Chart_12,94,11,10241,2,14,-
Chart_12,96,14,20730,2,17,-
Chart_12,98,12,20763,2,15,-
Chart_12,100,12,20581,2,15,-
Chart_12,102,-,-,-,-,-
Chart_12,104,12,19571,2,15,-
Chart_12,106,12,20751,2,14,-
Chart_12,108,12,20749,2,15,-
Chart_12,110,12,20722,2,15,-
Chart_12,112,12,20741,2,15,-
Chart_12,114,12,20722,2,15,-
Chart_12,116,12,20678,2,14,-
Chart_12,118,12,20722,2,14,-
Chart_12,120,12,20751,2,14,-
Chart_12,122,12,20749,2,14,-
Chart_12,124,15,20734,2,18,-
Chart_12,126,12,20655,2,15,-
Chart_12,128,12,20751,2,14,-
Chart_12,130,-,-,-,-,-
Chart_12,132,-,-,-,-,-
Chart_12,134,15,20734,2,18,-
Chart_12,136,12,20655,2,15,-
Chart_12,138,-,-,-,-,-
Chart_12,140,-,-,-,-,-
Chart_12,142,-,-,-,-,-
Chart_12,144,14,20508,2,17,-
Chart_12,146,-,-,-,-,-
Chart_12,148,-,-,-,-,-
Chart_12,150,12,20750,1,14,-
Chart_12,152,12,20722,2,15,-
Chart_12,154,12,20750,2,15,-
Chart_12,156,12,20764,2,15,-
Chart_12,158,12,20770,2,15,-
Chart_12,160,12,20678,2,14,-
Chart_12,162,12,20741,2,15,-
Chart_12,164,12,20678,2,14,-
Chart_12,166,12,20750,2,14,-
Chart_12,168,12,20706,2,15,-
Chart_12,170,13,20751,2,15,-
Chart_12,172,-,-,-,-,-
Chart_12,174,12,20773,2,15,-
Chart_12,176,12,20751,2,15,-
Chart_12,178,12,20750,2,18,-
Chart_12,180,11,20678,2,14,-
Chart_12,182,12,20655,2,15,-
Chart_12,184,12,20751,2,15,-
Chart_12,186,12,20722,2,15,-
Chart_12,188,-,-,-,-,-
Chart_12,190,11,10271,2,14,-
Chart_12,192,12,20751,2,15,-
Chart_12,194,15,20790,2,18,-
Chart_12,196,15,20730,2,18,-
Chart_12,198,-,-,-,-,-
Chart_12,200,12,20678,2,15,-
Chart_12,202,12,20749,2,15,-
Chart_12,204,-,-,-,-,-
Chart_12,206,15,20734,2,18,-
Chart_12,208,12,20751,2,15,-
Chart_12,210,15,19981,3,20,-
Chart_12,212,12,20741,2,15,-
Chart_12,214,-,-,-,-,-
Chart_12,216,15,20730,2,18,-
Chart_12,218,-,-,-,-,-
Chart_12,220,-,-,-,-,-
Chart_12,222,16,20727,2,19,-
Chart_12,224,19,20523,2,22,-
Chart_12,226,12,2904,2,15,-
Chart_12,228,12,19583,2,15,-
Chart_12,230,12,20750,2,15,-
Chart_12,232,15,20730,2,18,-
Chart_12,234,12,20751,2,15,-
Chart_12,236,12,10241,2,14,-
Chart_12,238,12,20751,2,15,-
Chart_12,240,12,20750,2,15,-
Chart_12,242,12,20750,2,15,-
Chart_12,244,12,20774,2,15,-
Chart_12,246,-,-,-,-,-
Chart_12,248,-,-,-,-,-
Chart_12,250,12,20751,2,15,-
Chart_12,252,12,20750,2,15,-
Chart_12,254,12,20750,2,15,-
Chart_12,256,12,20655,2,15,-
Chart_12,258,13,20750,2,16,-
Chart_12,260,-,-,-,-,-
Chart_12,262,-,-,-,-,-
Chart_12,264,13,20678,2,16,-
Chart_12,266,13,20741,2,15,-
Chart_12,268,12,20750,4,17,-
Chart_12,270,12,20678,2,15,-
Chart_12,272,15,20805,2,18,-
Chart_12,274,12,20750,2,15,-
Chart_12,276,12,20749,2,15,-
Chart_12,278,12,20751,2,15,-
Chart_12,280,12,19985,2,15,-
Chart_12,282,16,19539,2,19,-
Chart_12,284,12,20100,2,15,-
Chart_12,286,12,20559,2,15,-
Chart_12,288,12,20749,2,15,-
Chart_12,290,12,20655,2,15,-
Chart_12,292,15,20734,2,18,-
Chart_12,294,12,20655,2,15,-
Chart_12,296,12,20741,2,15,-
Chart_12,298,-,-,-,-,-
Chart_12,300,12,20685,0,14,-
Chart_12,302,-,-,-,-,-
Chart_12,304,12,20727,2,15,-
Chart_12,306,12,20770,2,15,-
Chart_12,308,12,20741,2,15,-
Chart_12,310,12,20751,2,15,-
Chart_12,312,12,20685,0,14,-
Chart_12,314,12,20750,2,15,-
Chart_12,316,12,20722,2,15,-
Chart_12,318,-,-,-,-,-
Chart_12,320,12,20093,2,15,-
Chart_12,322,-,-,-,-,-
Chart_12,324,-,-,-,-,-
Chart_12,326,15,20108,2,18,-
Chart_12,328,12,20655,2,15,-
Chart_12,330,-,-,-,-,-
Chart_12,332,15,20486,2,18,-
Chart_12,334,-,-,-,-,-
Chart_12,336,15,20313,2,18,-
Chart_12,338,12,20750,2,15,-
Chart_12,340,-,-,-,-,-
Chart_12,342,-,-,-,-,-
Chart_12,344,12,20678,2,15,-
Chart_12,346,12,20751,2,15,-
Chart_12,348,12,20727,2,15,-
Chart_12,350,-,-,-,-,-
Chart_12,352,-,-,-,-,-
Chart_12,354,13,20685,0,14,-
Chart_12,356,13,10309,2,16,-
Chart_12,358,-,-,-,-,-
Chart_12,360,-,-,-,-,-
Chart_12,362,-,-,-,-,-
Chart_12,364,12,20749,2,16,-
Chart_12,366,-,-,-,-,-
Chart_12,368,-,-,-,-,-
Chart_12,370,-,-,-,-,-
Chart_12,372,12,10241,2,15,-
Chart_12,374,12,20678,2,15,-
Chart_12,376,-,-,-,-,-
Chart_12,378,12,20678,2,15,-
Chart_12,380,12,20741,2,15,-
Chart_12,382,12,19712,2,16,-
Chart_12,384,12,20750,2,15,-
Chart_12,386,12,20741,2,16,-
Chart_12,388,12,20755,2,15,-
Chart_12,390,12,20751,2,15,-
Chart_12,392,15,20731,2,18,-
Chart_12,394,15,20826,2,18,-
Chart_12,396,-,-,-,-,-
Chart_12,398,15,20727,2,18,-
Chart_12,400,15,20727,2,19,-
