bug_ID,variant_ID,process_lifetime,execute_time,run_failing_test_case_time,run_regression_test_case_time
Time_19,2,317,224,318,-
Time_19,4,-,-,-,-
Time_19,6,-,-,-,-
Time_19,8,427,262,427,-
Time_19,10,345,230,346,-
Time_19,12,-,-,-,-
Time_19,14,376,264,376,-
Time_19,16,408,227,408,-
Time_19,18,-,-,-,-
Time_19,20,-,-,-,-
Time_19,22,417,259,417,-
Time_19,24,349,223,350,-
Time_19,26,-,-,-,-
Time_19,28,386,266,389,-
Time_19,30,-,-,-,-
Time_19,32,-,-,-,-
Time_19,34,403,277,403,-
Time_19,36,-,-,-,-
Time_19,38,-,-,-,-
Time_19,40,349,228,350,-
Time_19,42,364,222,365,-
Time_19,44,334,224,334,-
Time_19,46,370,232,370,-
Time_19,48,-,-,-,-
Time_19,50,406,261,406,-
Time_19,52,364,226,365,-
Time_19,54,265,-,266,-
Time_19,56,-,-,-,-
Time_19,58,-,-,-,-
Time_19,60,-,-,-,-
Time_19,62,389,241,389,-
Time_19,64,396,270,397,-
Time_19,66,-,-,-,-
Time_19,68,-,-,-,-
Time_19,70,316,225,317,-
Time_19,72,-,-,-,-
Time_19,74,359,223,360,-
Time_19,76,378,248,378,-
Time_19,78,370,254,371,-
Time_19,80,-,-,-,-
Time_19,82,-,-,-,-
Time_19,84,-,-,-,-
Time_19,86,-,-,-,-
Time_19,88,-,-,-,-
Time_19,90,-,-,-,-
Time_19,92,371,250,372,-
Time_19,94,396,225,397,-
Time_19,96,445,262,445,-
Time_19,98,-,-,-,-
Time_19,100,-,-,-,-
Time_19,102,-,-,-,-
Time_19,104,398,247,399,-
Time_19,106,-,-,-,-
Time_19,108,367,256,368,-
Time_19,110,-,-,-,-
Time_19,112,-,-,-,-
Time_19,114,359,230,360,-
Time_19,116,329,214,330,-
Time_19,118,422,234,422,-
Time_19,120,-,-,-,-
Time_19,122,381,229,381,-
Time_19,124,414,258,415,-
Time_19,126,461,258,462,-
Time_19,128,-,-,-,-
Time_19,130,395,258,395,-
Time_19,132,-,-,-,-
Time_19,134,-,-,-,-
Time_19,136,388,255,389,-
Time_19,138,-,-,-,-
Time_19,140,408,219,408,-
Time_19,142,-,-,-,-
Time_19,144,478,261,479,-
Time_19,146,377,262,377,-
Time_19,148,333,225,334,-
Time_19,150,359,224,359,-
Time_19,152,-,-,-,-
Time_19,154,384,258,385,-
Time_19,156,-,-,-,-
Time_19,158,-,-,-,-
Time_19,160,371,239,371,-
Time_19,162,-,-,-,-
Time_19,164,339,222,340,-
Time_19,166,338,231,339,-
Time_19,168,-,-,-,-
Time_19,170,-,-,-,-
Time_19,172,361,222,362,-
Time_19,174,-,-,-,-
Time_19,176,-,-,-,-
Time_19,178,-,-,-,-
Time_19,180,457,256,457,-
Time_19,182,361,218,361,-
Time_19,184,-,-,-,-
Time_19,186,-,-,-,-
Time_19,188,395,221,396,-
Time_19,190,428,264,428,-
Time_19,192,-,-,-,-
Time_19,194,-,-,-,-
Time_19,196,403,223,403,-
Time_19,198,-,-,-,-
Time_19,200,376,220,376,-
Time_19,202,390,254,391,-
Time_19,204,346,224,346,-
Time_19,206,446,261,446,-
Time_19,208,-,-,-,-
Time_19,210,339,225,340,-
Time_19,212,471,250,471,-
Time_19,214,-,-,-,-
Time_19,216,438,256,439,-
Time_19,218,431,230,432,-
Time_19,220,496,265,497,-
Time_19,222,387,217,388,-
Time_19,224,397,222,397,-
Time_19,226,388,226,389,-
Time_19,228,-,-,10002,-
Time_19,230,-,-,-,-
Time_19,232,459,258,460,-
Time_19,234,642,453,642,-
Time_19,236,339,223,339,-
Time_19,238,-,-,-,-
