bug_ID,variant_ID,process_lifetime,execute_time,run_failing_test_case_time,run_regression_test_case_time
Time_1,2,-,-,-,-
Time_1,4,326,217,327,-
Time_1,6,-,-,-,-
Time_1,8,365,231,366,-
Time_1,10,356,218,357,-
Time_1,12,336,218,336,-
Time_1,14,414,244,415,-
Time_1,16,333,218,334,-
Time_1,18,399,248,400,-
Time_1,20,344,214,349,-
Time_1,22,-,-,-,-
Time_1,24,-,-,-,-
Time_1,26,-,-,-,-
Time_1,28,440,216,440,-
Time_1,30,-,-,-,-
Time_1,32,355,218,355,-
Time_1,34,328,217,329,-
Time_1,36,356,235,357,-
Time_1,38,378,214,378,-
Time_1,40,321,214,322,-
Time_1,42,428,264,428,-
Time_1,44,-,-,-,-
Time_1,46,-,-,-,-
Time_1,48,-,-,-,-
Time_1,50,-,-,-,-
Time_1,52,-,-,-,-
Time_1,54,351,239,352,-
Time_1,56,377,252,378,-
Time_1,58,-,-,-,-
Time_1,60,380,209,380,-
Time_1,62,361,241,361,-
Time_1,64,325,217,325,-
Time_1,66,-,-,-,-
Time_1,68,329,212,330,-
Time_1,70,-,-,-,-
Time_1,72,-,-,-,-
Time_1,74,-,-,-,-
Time_1,76,-,-,-,-
Time_1,78,339,235,340,-
Time_1,80,-,-,-,-
Time_1,82,-,-,-,-
Time_1,84,-,-,-,-
Time_1,86,374,237,375,-
Time_1,88,-,-,-,-
Time_1,90,348,238,348,-
Time_1,92,410,244,411,-
Time_1,94,397,249,398,-
Time_1,96,-,-,-,-
Time_1,98,-,-,-,-
Time_1,100,378,209,379,-
Time_1,102,371,245,371,-
Time_1,104,416,246,417,-
Time_1,106,346,214,346,-
Time_1,108,384,215,385,-
Time_1,110,-,-,-,-
Time_1,112,154,-,154,-
Time_1,114,-,-,-,-
Time_1,116,-,-,-,-
Time_1,118,404,239,404,-
Time_1,120,332,218,333,-
Time_1,122,-,-,-,-
Time_1,124,419,244,420,-
Time_1,126,328,204,328,-
Time_1,128,-,-,-,-
Time_1,130,-,-,-,-
Time_1,132,368,211,368,-
Time_1,134,353,240,354,-
Time_1,136,-,-,-,-
Time_1,138,366,247,366,-
Time_1,140,-,-,-,-
Time_1,142,-,-,-,-
Time_1,144,358,220,358,-
Time_1,146,419,214,419,-
Time_1,148,423,247,424,-
Time_1,150,-,-,-,-
Time_1,152,-,-,-,-
Time_1,154,-,-,-,-
Time_1,156,365,248,365,-
Time_1,158,-,-,-,-
Time_1,160,373,265,374,-
Time_1,162,342,215,343,-
Time_1,164,330,222,330,-
Time_1,166,366,221,366,-
Time_1,168,342,210,342,-
Time_1,170,-,-,-,-
Time_1,172,409,268,409,-
Time_1,174,-,-,-,-
Time_1,176,375,248,375,-
Time_1,178,402,245,402,-
Time_1,180,-,-,-,-
Time_1,182,418,218,418,-
Time_1,184,422,221,423,-
Time_1,186,-,-,-,-
Time_1,188,-,-,-,-
Time_1,190,-,-,-,-
Time_1,192,395,261,395,-
Time_1,194,463,240,464,-
Time_1,196,353,215,353,-
Time_1,198,-,-,-,-
Time_1,200,457,209,458,-
Time_1,202,-,-,-,-
Time_1,204,374,213,375,-
Time_1,206,355,220,355,-
Time_1,208,380,239,381,-
Time_1,210,337,214,337,-
Time_1,212,333,211,336,-
