bug_ID,variant_ID,hotswap_time,hotswap_byte_length,execute_time,run_failing_test_case_time,run_regression_test_case_time
Time_24,2,10 10 11 11 10 10 10 10 10 9 9 9 9 8,2309 4616 1776 12134 1828 1803 1709 4161 2210 3781 5416 5154 916 1499,20,167,-
Time_24,4,9 8,8211 3676,19,37,-
Time_24,6,9 8,8131 3548,21,41,-
Time_24,8,-,-,-,-,-
Time_24,10,13 11,8127 3676,18,44,-
Time_24,12,-,-,-,-,-
Time_24,14,9 8 7 8 8,508 5032 509 243 566,18,62,-
Time_24,16,11 10 10,13737 1039 827,20,55,-
Time_24,18,-,-,-,-,-
Time_24,20,-,-,-,-,-
Time_24,22,9,9819,24,34,-
Time_24,24,-,-,-,-,-
Time_24,26,9,9895,21,31,-
Time_24,28,-,-,-,-,-
Time_24,30,8,9725,17,27,-
Time_24,32,-,-,-,-,-
Time_24,34,-,-,-,-,-
Time_24,36,-,-,-,-,-
Time_24,38,-,-,-,-,-
Time_24,40,8,3010,22,32,-
Time_24,42,-,-,-,-,-
Time_24,44,9 7,8023 3548,16,34,-
Time_24,46,9 7,8211 3645,42,60,-
Time_24,48,9 8 8 8 8 8 8 8 8 8 8 8 7 7,2309 4616 1776 12134 1828 1803 1709 4161 2210 3781 5416 5154 916 1499,24,143,-
Time_24,50,-,-,-,-,-
Time_24,52,10 10 9 8,9949 6113 2776 1164,22,63,-
Time_24,54,-,-,-,-,-
Time_24,56,10 8 8 8,9880 6113 2776 1164,16,54,-
Time_24,58,14 12 11 9,9846 6113 2776 1164,20,70,-
Time_24,60,-,-,-,-,-
Time_24,62,9 8 8 9 8 8 8 8 8 9 8 8 8 8,2309 4627 1776 12134 1828 1803 1709 4161 2210 3762 5416 5154 916 1499,17,143,-
Time_24,64,9,9916,18,29,-
Time_24,66,11 8 8 8,9945 6113 2776 1164,21,59,-
Time_24,68,-,-,-,-,-
Time_24,70,-,-,-,-,-
Time_24,72,9 8 9,1658 1835 7253,15,44,-
Time_24,74,-,-,-,-,-
Time_24,76,10 8 8 9 8 8 8 8 8 8 8 8 8 8,2309 4627 1776 12125 1828 1803 1709 4161 2210 3781 5416 5154 916 1499,20,144,-
Time_24,78,10 8,8121 3676,17,37,-
Time_24,80,-,-,-,-,-
Time_24,82,10,4218,15,26,-
Time_24,84,-,-,-,-,-
Time_24,86,10 9 8 9 8 8 8 8 8 8 8 8 8 8,2309 4627 1776 12134 1828 1803 1709 4161 2210 3761 5416 5154 916 1499,17,142,-
Time_24,88,10 9 8 8 8 8 8 8,4049 4427 1526 1708 2295 7317 8731 3321,21,95,-
Time_24,90,-,-,-,-,-
Time_24,92,-,-,-,-,-
Time_24,94,-,-,-,-,-
Time_24,96,-,-,-,-,-
Time_24,98,10 9,8211 3629,22,42,-
Time_24,100,10,9946,19,31,-
Time_24,102,-,-,-,-,-
Time_24,104,10 8,8207 3676,-,10020,-
Time_24,106,-,-,-,-,-
Time_24,108,0 0 1,1658 1835 7149,200,311,-
Time_24,110,-,-,-,-,-
Time_24,112,-,-,-,-,-
Time_24,114,3 2 2 2 2 2 2 2 2 2 2 2 2 2,2309 4602 1776 12134 1828 1803 1709 4161 2210 3781 5416 5154 916 1499,37,74,-
Time_24,116,3 2 3,1658 1835 7311,38,49,-
Time_24,118,4 3,8158 3676,37,47,-
Time_24,120,4 3 4,1658 1835 7253,26,40,-
Time_24,122,4 3 4,1658 1835 7314,27,40,-
Time_24,124,-,-,-,-,-
Time_24,126,5 4 4 3,10004 6113 2776 1164,23,41,-
Time_24,128,-,-,-,-,-
Time_24,130,-,-,-,-,-
Time_24,132,5 4,8104 3676,28,40,-
Time_24,134,5,4215,26,33,-
Time_24,136,-,-,-,-,-
Time_24,138,5,2059,23,30,-
Time_24,140,6 4 4,13746 1039 827,21,39,-
Time_24,142,5,4187,27,34,-
Time_24,144,-,-,-,-,-
Time_24,146,-,-,-,-,-
Time_24,148,6 4 4,13754 1039 827,29,45,-
Time_24,150,5 6 4,1295 11040 418,22,40,-
Time_24,152,5 5 4 5 4 4 4 4 4 4 4 4 4 4,2309 4627 1776 12134 1828 1803 1709 4161 2210 3567 5416 5154 916 1499,29,99,-
Time_24,154,-,-,-,-,-
Time_24,156,-,-,-,-,-
Time_24,158,6 4,8124 3548,52,64,-
Time_24,160,5 5 4 5 4 4 4 4 4 4 4 4 4 4,2309 4627 1776 12134 1598 1803 1709 4161 2210 3781 5416 5154 916 1499,43,114,-
Time_24,162,-,-,-,-,-
Time_24,164,6 5 5 5 5,508 5037 509 243 566,23,53,-
Time_24,166,-,-,-,-,-
Time_24,168,7 5 5,13744 1039 827,21,42,-
Time_24,170,7,9902,20,29,-
Time_24,172,7,9919,21,30,-
Time_24,174,-,-,-,-,-
Time_24,176,-,-,-,-,-
Time_24,178,7 6 6 7 6 6 6 6 6 6 6 6 5 5,2309 4627 1776 12134 1828 1803 1709 4161 2210 3732 5416 5154 916 1499,20,115,-
Time_24,180,6 6 5 5 5,508 5040 509 243 566,24,56,-
Time_24,182,-,-,-,-,-
Time_24,184,7 6,8092 3548,20,36,-
Time_24,186,7,1370,21,29,-
Time_24,188,-,-,-,-,-
Time_24,190,9 8,8122 3548,16,36,-
Time_24,192,-,-,-,-,-
Time_24,194,-,-,-,-,-
Time_24,196,10,9724,17,28,-
Time_24,198,10 8,8207 3676,-,10022,-
Time_24,200,-,-,-,-,-
Time_24,202,2 1 0 1 0 0 0 0 0 0 0 2 0 0,2309 4627 1776 12134 1828 1803 1709 4161 2210 3715 5416 5154 916 1499,176,313,-
Time_24,204,2 2 2 3 2 2 2 2 2 2 2 2 2 2,2309 4627 1776 12028 1828 1803 1709 4161 2210 3781 5416 5154 916 1499,51,88,-
Time_24,206,3 2 2 3 2 2 2 2 2 2 3 3 2 2,2309 4609 1776 12134 1828 1803 1709 4161 2210 3781 5416 5154 916 1499,45,89,-
Time_24,208,4 3 3,13750 1039 827,31,43,-
Time_24,210,4 3,1171 2841,25,34,-
Time_24,212,-,-,-,-,-
Time_24,214,-,-,-,-,-
Time_24,216,-,-,-,-,-
Time_24,218,4 3 3 4 3 3 3 3 3 3 3 3 3 3,2205 4627 1616 12034 1828 1731 1677 3937 2110 3781 5416 5154 860 1499,25,80,-
Time_24,220,5 4,8104 3676,24,34,-
Time_24,222,-,-,-,-,-
Time_24,224,-,-,-,-,-
Time_24,226,-,-,-,-,-
Time_24,228,-,-,-,-,-
Time_24,230,5 4 4 4 3 3 3 4 3 4 4 4 3 3,2309 4627 1776 12134 1828 1803 1709 4161 2210 3759 5416 5154 916 1499,25,85,-
Time_24,232,-,-,-,-,-
Time_24,234,-,-,-,-,-
Time_24,236,6 4 4 3,9924 6113 2776 1164,24,44,-
Time_24,238,-,-,-,-,-
Time_24,240,5,2107,23,29,-
Time_24,242,-,-,-,-,-
Time_24,244,-,-,-,-,-
Time_24,246,5 4 4 4,9993 6069 2776 1164,27,47,-
Time_24,248,5 5 4 5 4 4 4 4 4 4 4 4 4 4,2309 4643 1776 12134 1828 1803 1709 4161 2210 3781 5416 5154 916 1499,30,100,-
Time_24,250,-,-,-,-,-
Time_24,252,6 4 4 4,9924 6113 2776 1164,21,44,-
Time_24,254,-,-,-,-,-
Time_24,256,5 4,8188 3676,21,32,-
Time_24,258,5 5 4 5 4 4 4 4 4 4 4 4 4 4,2309 4627 1776 12125 1828 1803 1709 4161 2210 3781 5416 5154 916 1499,21,93,-
Time_24,260,5 4 4 5 4 4 4 4 4 4 4 5 4 4,2309 4627 1776 12134 1828 1803 1709 4161 2210 3743 5416 5154 916 1499,43,114,-
Time_24,262,-,-,-,-,-
Time_24,264,6 5 4 4 5,508 5047 509 243 566,35,62,-
Time_24,266,-,-,-,-,-
Time_24,268,6 5,8028 3676,28,42,-
Time_24,270,8,16560,25,34,-
Time_24,272,-,-,-,-,-
Time_24,274,-,-,-,-,-
Time_24,276,9 6 5,13445 1039 827,22,45,-
Time_24,278,7,2120,19,27,-
Time_24,280,-,-,-,-,-
Time_24,282,-,-,-,-,-
Time_24,284,7 6 6,13744 1039 827,28,50,-
Time_24,286,-,-,-,-,-
Time_24,288,-,-,-,-,-
Time_24,290,-,-,-,-,-
Time_24,292,7 6,8211 3251,18,34,-
Time_24,294,7 6,1159 2925,19,34,-
Time_24,296,8 6 6 6,9974 6113 2776 1164,20,49,-
Time_24,298,-,-,-,-,-
Time_24,300,-,-,-,-,-
Time_24,302,-,-,-,-,-
Time_24,304,-,-,-,-,-
Time_24,306,-,-,-,-,-
Time_24,308,-,-,-,-,-
Time_24,310,-,-,-,-,-
Time_24,312,9 8,1203 2925,16,36,-
Time_24,314,-,-,-,-,-
Time_24,316,-,-,-,-,-
Time_24,318,10 9,8204 3676,1233,1253,-
Time_24,320,8 6,8158 3676,25,41,-
Time_24,322,7,3675,19,27,-
Time_24,324,-,-,-,-,-
Time_24,326,7 6 6 6 6 6 6 6 6 6 6 6 6 6,2309 4622 1776 12134 1828 1803 1709 4161 2210 3781 5416 5154 916 1499,21,113,-
Time_24,328,7 6 6 6 6 6 6 6 6 6 6 6 6 6,2309 4604 1776 12134 1828 1803 1709 4161 2210 3781 5416 5154 916 1499,17,107,-
Time_24,330,7 6 6 6 6 6 6 6 6 6 6 6 6 6,2309 4616 1776 12134 1828 1803 1709 4161 2210 3781 5416 5154 916 1499,18,109,-
Time_24,332,-,-,-,-,-
Time_24,334,8,9873,17,26,-
Time_24,336,-,-,-,-,-
Time_24,338,7 6,8146 3676,16,31,-
Time_24,340,8 6,16210 3041,16,32,-
Time_24,342,7 6,7914 3676,15,30,-
Time_24,344,7 6 6 7 6 6 6 6 6 6 6 6 5 6,2309 4627 1776 12097 1828 1803 1709 4161 2210 3781 5416 5154 916 1499,16,108,-
Time_24,346,-,-,-,-,-
Time_24,348,-,-,-,-,-
Time_24,350,-,-,-,-,-
Time_24,352,-,-,-,-,-
Time_24,354,7 6,8204 3676,20,35,-
Time_24,356,-,-,-,-,-
Time_24,358,7 6,1151 2925,16,30,-
Time_24,360,-,-,-,-,-
Time_24,362,8 8 7 6 6 6 6 6,4049 4427 1526 1708 2295 7317 8696 3321,16,74,-
Time_24,364,7 6 6 7 6 6 6 6 6 6 6 6 6 6,2309 4627 1776 12134 1828 1790 1709 4161 2210 3781 5416 5154 916 1499,17,110,-
Time_24,366,-,-,-,-,-
