bug_ID,variant_ID,process_lifetime,execute_time,run_failing_test_case_time,run_regression_test_case_time
Time_18,2,-,-,-,-
Time_18,4,383,246,383,-
Time_18,6,376,247,376,-
Time_18,8,-,-,-,-
Time_18,10,373,252,374,-
Time_18,12,453,283,454,-
Time_18,14,-,-,-,-
Time_18,16,-,-,-,-
Time_18,18,385,251,385,-
Time_18,20,-,-,-,-
Time_18,22,-,-,-,-
Time_18,24,-,-,-,-
Time_18,26,351,241,351,-
Time_18,28,-,-,-,-
Time_18,30,411,241,411,-
Time_18,32,444,274,444,-
Time_18,34,371,247,372,-
Time_18,36,-,-,-,-
Time_18,38,413,273,414,-
Time_18,40,-,-,-,-
Time_18,42,376,249,377,-
Time_18,44,397,280,398,-
Time_18,46,342,245,342,-
Time_18,48,-,-,-,-
Time_18,50,-,-,-,-
Time_18,52,-,-,10002,-
Time_18,54,366,244,366,-
Time_18,56,370,245,371,-
Time_18,58,350,246,350,-
Time_18,60,-,-,-,-
Time_18,62,381,245,382,-
Time_18,64,386,242,387,-
Time_18,66,452,282,453,-
Time_18,68,-,-,-,-
Time_18,70,369,244,369,-
Time_18,72,447,267,448,-
Time_18,74,-,-,-,-
Time_18,76,430,292,431,-
Time_18,78,484,270,487,-
Time_18,80,418,316,418,-
Time_18,82,371,238,372,-
Time_18,84,432,293,433,-
Time_18,86,-,-,-,-
Time_18,88,-,-,-,-
Time_18,90,-,-,-,-
Time_18,92,424,243,425,-
Time_18,94,373,249,374,-
Time_18,96,-,-,-,-
Time_18,98,-,-,-,-
Time_18,100,386,286,387,-
Time_18,102,361,257,362,-
Time_18,104,-,-,-,-
Time_18,106,406,278,406,-
Time_18,108,381,250,382,-
Time_18,110,421,279,421,-
Time_18,112,-,-,-,-
Time_18,114,377,265,377,-
Time_18,116,-,-,-,-
Time_18,118,355,244,358,-
Time_18,120,-,-,-,-
Time_18,122,414,246,415,-
Time_18,124,420,272,420,-
Time_18,126,-,-,-,-
Time_18,128,534,400,534,-
Time_18,130,-,-,-,-
Time_18,132,381,250,384,-
Time_18,134,-,-,-,-
Time_18,136,-,-,-,-
Time_18,138,-,-,-,-
Time_18,140,-,-,-,-
Time_18,142,483,281,483,-
Time_18,144,-,-,-,-
Time_18,146,-,-,-,-
Time_18,148,385,285,385,-
Time_18,150,-,-,-,-
Time_18,152,-,-,-,-
Time_18,154,374,273,374,-
Time_18,156,408,244,409,-
Time_18,158,415,279,418,-
Time_18,160,371,245,371,-
Time_18,162,-,-,-,-
Time_18,164,421,278,422,-
Time_18,166,-,-,-,-
Time_18,168,366,246,366,-
Time_18,170,129,-,130,-
Time_18,172,401,250,401,-
Time_18,174,-,-,-,-
Time_18,176,-,-,-,-
Time_18,178,414,286,415,-
Time_18,180,411,242,411,-
Time_18,182,421,288,421,-
Time_18,184,-,-,-,-
Time_18,186,-,-,-,-
Time_18,188,368,280,369,-
Time_18,190,374,243,375,-
Time_18,192,-,-,-,-
Time_18,194,-,-,-,-
Time_18,196,425,292,425,-
Time_18,198,358,251,359,-
Time_18,200,-,-,-,-
Time_18,202,419,259,419,-
Time_18,204,-,-,-,-
Time_18,206,417,260,418,-
Time_18,208,416,246,416,-
Time_18,210,-,-,-,-
Time_18,212,-,-,-,-
Time_18,214,-,-,-,-
Time_18,216,412,315,412,-
Time_18,218,364,245,365,-
Time_18,220,373,276,373,-
Time_18,222,-,-,-,-
Time_18,224,368,277,369,-
Time_18,226,402,289,403,-
Time_18,228,-,-,-,-
Time_18,230,-,-,-,-
Time_18,232,-,-,10002,-
Time_18,234,414,243,417,-
Time_18,236,-,-,-,-
Time_18,238,375,244,376,-
Time_18,240,-,-,-,-
Time_18,242,-,-,-,-
Time_18,244,380,272,381,-
Time_18,246,-,-,-,-
Time_18,248,395,284,395,-
Time_18,250,-,-,-,-
Time_18,252,-,-,-,-
Time_18,254,-,-,-,-
Time_18,256,-,-,-,-
Time_18,258,424,300,424,-
Time_18,260,367,249,368,-
Time_18,262,415,284,415,-
Time_18,264,400,298,401,-
Time_18,266,423,250,423,-
Time_18,268,-,-,-,-
Time_18,270,448,277,449,-
Time_18,272,409,245,410,-
Time_18,274,402,246,403,-
Time_18,276,-,-,-,-
Time_18,278,424,283,425,-
Time_18,280,360,267,361,-
Time_18,282,488,275,489,-
Time_18,284,-,-,-,-
Time_18,286,347,239,347,-
Time_18,288,-,-,-,-
Time_18,290,387,243,390,-
Time_18,292,-,-,-,-
Time_18,294,449,277,450,-
Time_18,296,-,-,-,-
Time_18,298,-,-,-,-
Time_18,300,397,251,397,-
Time_18,302,413,283,414,-
Time_18,304,434,281,435,-
Time_18,306,346,242,347,-
Time_18,308,407,247,407,-
Time_18,310,391,242,392,-
Time_18,312,-,-,-,-
Time_18,314,-,-,-,-
Time_18,316,-,-,-,-
Time_18,318,366,245,366,-
Time_18,320,403,290,404,-
Time_18,322,-,-,-,-
Time_18,324,-,-,-,-
Time_18,326,351,259,352,-
Time_18,328,-,-,-,-
Time_18,330,371,247,371,-
Time_18,332,-,-,-,-
Time_18,334,-,-,-,-
Time_18,336,416,249,417,-
Time_18,338,-,-,-,-
Time_18,340,-,-,-,-
Time_18,342,-,-,-,-
Time_18,344,-,-,-,-
Time_18,346,-,-,-,-
Time_18,348,363,242,364,-
Time_18,350,423,280,423,-
Time_18,352,-,-,-,-
Time_18,354,-,-,-,-
Time_18,356,389,249,390,-
Time_18,358,-,-,-,-
Time_18,360,403,281,403,-
Time_18,362,-,-,-,-
Time_18,364,-,-,-,-
Time_18,366,-,-,-,-
Time_18,368,-,-,-,-
Time_18,370,395,303,395,-
Time_18,372,-,-,-,-
Time_18,374,386,260,387,-
Time_18,376,376,249,377,-
Time_18,378,385,248,386,-
Time_18,380,-,-,-,-
Time_18,382,451,255,452,-
Time_18,384,-,-,-,-
Time_18,386,353,254,354,-
Time_18,388,353,244,353,-
Time_18,390,-,-,-,-
Time_18,392,-,-,-,-
Time_18,394,-,-,-,-
Time_18,396,-,-,-,-
Time_18,398,396,272,397,-
Time_18,400,436,263,436,-
