bug_ID,variant_ID,hotswap_time,hotswap_byte_length,execute_time,run_failing_test_case_time,run_regression_test_case_time
Time_5,2,13,9715,22,37,-
Time_5,4,-,-,-,-,-
Time_5,6,10 8 8,13759 1039 891,23,52,-
Time_5,8,9 9 8,8270 3676 812,28,57,-
Time_5,10,-,-,-,-,-
Time_5,12,9 8 8,8360 3676 812,27,54,-
Time_5,14,9 8 8,13786 1039 891,28,56,-
Time_5,16,9 8 7,8304 3676 812,26,53,-
Time_5,18,-,-,-,-,-
Time_5,20,-,-,-,-,-
Time_5,22,9 8 8,8193 3676 812,19,47,-
Time_5,24,9 9 8,8362 3676 812,-,10028,-
Time_5,26,2 0 0,8369 3463 812,202,316,-
Time_5,28,-,-,-,-,-
Time_5,30,-,-,-,-,-
Time_5,32,-,-,-,-,-
Time_5,34,-,-,-,-,-
Time_5,36,3,2361,43,48,-
Time_5,38,-,-,-,-,-
Time_5,40,-,-,-,-,-
Time_5,42,4,2334,50,55,-
Time_5,44,-,-,-,-,-
Time_5,46,-,-,-,-,-
Time_5,48,6,13715,40,48,-
Time_5,50,-,-,-,-,-
Time_5,52,-,-,-,-,-
Time_5,54,5,4169,35,41,-
Time_5,56,5 4 4,13793 1039 891,35,50,-
Time_5,58,4 4 3 3 4,508 6850 509 243 566,35,59,-
Time_5,60,5 3 3,13793 1039 891,27,42,-
Time_5,62,-,-,-,-,-
Time_5,64,5,2579,28,34,-
Time_5,66,-,-,-,-,-
Time_5,68,5 4 4,8223 3676 812,24,40,-
Time_5,70,5 4 5,5318 3676 812,27,45,-
Time_5,72,-,-,-,-,-
Time_5,74,6 4 4,13802 1039 891,25,43,-
Time_5,76,5 4 4 4 5 4 4 4 4 4 4 4 4 4 4,2309 4729 3494 1776 12610 3067 1803 1709 4161 2210 3820 5452 5154 916 1499,26,100,-
Time_5,78,5 4,1203 2667,32,44,-
Time_5,80,6 4 4,13759 1039 891,32,50,-
Time_5,82,-,-,-,-,-
Time_5,84,6,1370,53,60,-
Time_5,86,7 6 5,8376 3676 812,29,49,-
Time_5,88,7,2334,30,38,-
Time_5,90,-,-,-,-,-
Time_5,92,-,-,-,-,-
Time_5,94,-,-,-,-,-
Time_5,96,-,-,-,-,-
Time_5,98,-,-,-,-,-
Time_5,100,-,-,-,-,-
Time_5,102,-,-,-,-,-
Time_5,104,-,-,-,-,-
Time_5,106,-,-,-,-,-
Time_5,108,8 6 6,8193 3676 812,26,48,-
Time_5,110,-,-,-,-,-
Time_5,112,7,2341,30,39,-
Time_5,114,-,-,-,-,-
Time_5,116,10 7 6 6 6,508 6850 509 243 566,27,64,-
Time_5,118,7,9715,25,34,-
Time_5,120,7,2381,18,26,-
Time_5,122,8 6 6,7860 3548 812,18,40,-
Time_5,124,-,-,-,-,-
Time_5,126,7 6 6,8317 3676 812,17,40,-
Time_5,128,7,2062,17,25,-
Time_5,130,7,2259,16,25,-
Time_5,132,7 7 7 7 8 7 6 6 6 6 6 6 6 6 6,2309 4729 3494 1776 12645 3067 1803 1709 4161 2210 3820 5452 5154 916 1499,19,127,-
Time_5,134,8 6 6,13783 1039 891,21,43,-
Time_5,136,7 6 6,13781 1039 891,19,41,-
Time_5,138,-,-,-,-,-
Time_5,140,-,-,-,-,-
Time_5,142,8 6 6,8329 3676 812,19,41,-
Time_5,144,7 6 6 6 7 6 6 6 6 6 6 6 6 6 6,2221 4245 3494 1776 12636 3067 1803 1709 3789 2210 3820 5160 4706 860 1499,19,122,-
Time_5,146,7 6 6 6 7 6 6 6 6 6 6 6 6 6 6,2309 4729 3494 1776 12627 3067 1803 1709 4161 2210 3820 5452 5154 916 1499,19,124,-
Time_5,148,10 10 9 9 7 6 6 6 6 6 6 6 6 6 6,2309 4729 3494 1776 12636 3074 1803 1709 4161 2210 3820 5452 5154 916 1499,18,134,-
Time_5,150,8,13715,22,32,-
Time_5,152,8 6 6,13781 1039 891,19,42,-
Time_5,154,7,2341,18,27,-
Time_5,156,-,-,-,-,-
Time_5,158,7,4222,23,32,-
Time_5,160,-,-,-,-,-
Time_5,162,8,4118,17,26,-
Time_5,164,9,13722,23,33,-
Time_5,166,8,4219,20,30,-
Time_5,168,-,-,-,-,-
Time_5,170,8,2062,21,31,-
