bug_ID,variant_ID,hotswap_time,hotswap_byte_length,execute_time,run_failing_test_case_time,run_regression_test_case_time
Math_26,2,15 13 13 13 13 13 13 13 13 13 13 13 13,873 1006 987 1056 3935 872 1259 1191 1170 849 1165 844 1157,-,-,-
Math_26,4,1 0 0 0 2 0 0 0 0 0 0 0 1 0,873 1006 987 1056 3936 872 1259 1191 1170 849 1165 765 1157 836,4158,4305,-
Math_26,6,-,-,-,-,-
Math_26,8,2 2 2 2 2 2 2 2 2 2 2 2 2 2,873 982 971 1056 3936 872 1259 1191 1154 833 1149 828 1141 839,3910,3947,-
Math_26,10,-,-,-,-,-
Math_26,12,2 2 2 2 2 2 2 2 2 2 2 2 2,873 1006 987 1056 3935 872 1259 1191 1170 849 1165 844 1157,-,-,-
Math_26,14,1 0 0 0 3 0 0 0 3 0 0 0 0 0,873 967 987 1056 3936 872 1259 1191 1170 849 1165 844 1157 836,4241,4387,-
Math_26,16,3 2 2 2 2 2 2 2 2 2 2 2 2 2,873 1006 987 1056 3936 872 1259 1191 1170 849 1165 844 1157 804,3988,4026,-
Math_26,18,2 2 2 2 2 2 2 2 2 2 2 2 2 2,873 708 987 1056 3936 872 1259 1191 1170 849 1165 844 1157 836,4008,4042,-
Math_26,20,2 2 2 2 2 2 2 2 2 2 2 2 2 2,873 1006 987 1056 3936 872 1259 1191 1170 849 1165 844 1157 804,3997,4031,-
Math_26,22,2 2 2 2 2 2 2 2 2 2 2 2 2 2,873 1006 955 1056 3936 872 1259 1191 1170 849 1165 844 1157 836,3996,4030,-
Math_26,24,2 2 2 2 2 2 2 2 2 2 2 2 2 2,873 1006 987 1056 3936 872 1259 1191 1170 849 1165 844 1157 804,3998,4031,-
Math_26,26,-,-,-,-,-
Math_26,28,-,-,-,-,-
Math_26,30,2 2 2 2 2 2 2 2 2 2 2 2 2 2,873 1006 987 1056 3936 872 1259 1191 1170 849 1165 844 1157 804,3997,4032,-
Math_26,32,3 2 2 2 2 2 2 2 2 2 2 2 2,873 1006 987 1056 3935 872 1259 1191 1170 849 1165 844 1157,-,-,-
Math_26,34,1 0 0 0 2 0 0 0 0 0 0 0 0 0,873 1006 987 1056 3936 872 1259 1191 1170 849 1165 844 1157 804,4225,4377,-
Math_26,36,-,-,-,-,-
Math_26,38,-,-,-,-,-
Math_26,40,3 2 2 2 2 2 2 2 2 2 2 2 2 2,873 1006 987 1056 3936 872 1259 1191 1170 849 1165 765 1157 836,3984,4022,-
Math_26,42,2 2 2 2 2 2 2 2 2 1 2 2 2,873 1006 987 1056 3935 872 1259 1191 1170 849 1165 844 1157,-,-,-
Math_26,44,1 0 0 0 2 0 0 0 0 0 0 0 0 0,873 1006 987 1056 3936 872 1259 1191 1170 849 1165 844 1157 836,4230,4375,-
Math_26,46,-,-,-,-,-
Math_26,48,3 2 2 2 2 2 2 2 2 2 2 2 2 2,873 1006 987 1056 3936 872 1259 1191 1170 849 1165 765 1157 836,3995,4036,-
