bug_ID,variant_ID,process_lifetime,execute_time,run_failing_test_case_time,run_regression_test_case_time
Chart_15,2,258,195,258,-
Chart_15,4,237,173,237,-
Chart_15,6,288,227,289,-
Chart_15,8,231,168,232,-
Chart_15,10,268,193,269,-
Chart_15,12,295,233,296,-
Chart_15,14,-,-,-,-
Chart_15,16,-,-,-,-
Chart_15,18,276,214,277,-
Chart_15,20,290,229,290,-
Chart_15,22,297,236,298,-
Chart_15,24,294,232,295,-
Chart_15,26,-,-,-,-
Chart_15,28,-,-,-,-
Chart_15,30,281,211,281,-
Chart_15,32,391,330,391,-
Chart_15,34,244,183,244,-
Chart_15,36,250,178,251,-
Chart_15,38,277,216,278,-
Chart_15,40,-,-,-,-
Chart_15,42,265,195,266,-
Chart_15,44,293,231,293,-
Chart_15,46,-,-,-,-
Chart_15,48,-,-,-,-
Chart_15,50,253,191,254,-
Chart_15,52,241,174,241,-
Chart_15,54,-,-,-,-
Chart_15,56,311,250,312,-
Chart_15,58,285,223,286,-
Chart_15,60,261,200,261,-
Chart_15,62,289,229,290,-
Chart_15,64,-,-,-,-
Chart_15,66,-,-,-,-
Chart_15,68,253,193,254,-
Chart_15,70,293,231,293,-
Chart_15,72,329,262,329,-
Chart_15,74,233,172,233,-
Chart_15,76,268,207,268,-
Chart_15,78,-,-,-,-
Chart_15,80,294,233,294,-
Chart_15,82,-,-,-,-
Chart_15,84,-,-,-,-
Chart_15,86,-,-,-,-
Chart_15,88,249,188,249,-
Chart_15,90,252,191,252,-
Chart_15,92,238,178,239,-
Chart_15,94,311,251,312,-
Chart_15,96,275,215,276,-
Chart_15,98,257,195,257,-
Chart_15,100,245,186,245,-
Chart_15,102,-,-,-,-
Chart_15,104,280,212,280,-
Chart_15,106,258,198,259,-
Chart_15,108,329,268,330,-
Chart_15,110,302,231,302,-
Chart_15,112,285,224,285,-
Chart_15,114,259,197,260,-
Chart_15,116,299,238,299,-
Chart_15,118,272,211,273,-
Chart_15,120,313,252,313,-
Chart_15,122,246,183,246,-
Chart_15,124,272,202,272,-
Chart_15,126,-,-,-,-
Chart_15,128,-,-,-,-
Chart_15,130,247,181,247,-
Chart_15,132,247,185,247,-
Chart_15,134,337,274,337,-
Chart_15,136,255,195,256,-
Chart_15,138,278,205,278,-
Chart_15,140,333,272,333,-
Chart_15,142,-,-,-,-
Chart_15,144,312,252,312,-
Chart_15,146,-,-,-,-
Chart_15,148,236,175,236,-
Chart_15,150,229,168,229,-
Chart_15,152,-,-,-,-
Chart_15,154,269,194,269,-
Chart_15,156,231,171,232,-
Chart_15,158,226,166,227,-
Chart_15,160,268,201,268,-
Chart_15,162,255,195,255,-
Chart_15,164,-,-,-,-
Chart_15,166,327,267,328,-
Chart_15,168,-,-,-,-
Chart_15,170,-,-,-,-
Chart_15,172,232,171,232,-
Chart_15,174,318,256,318,-
Chart_15,176,-,-,-,-
Chart_15,178,231,169,231,-
Chart_15,180,235,175,236,-
Chart_15,182,240,180,241,-
Chart_15,184,-,-,-,-
Chart_15,186,217,153,217,-
Chart_15,188,259,198,260,-
Chart_15,190,222,161,223,-
Chart_15,192,284,223,284,-
Chart_15,194,-,-,-,-
Chart_15,196,-,-,-,-
Chart_15,198,264,204,265,-
Chart_15,200,372,311,373,-
Chart_15,202,266,205,266,-
Chart_15,204,307,231,307,-
Chart_15,206,299,238,299,-
Chart_15,208,318,258,318,-
Chart_15,210,281,221,281,-
Chart_15,212,304,243,304,-
Chart_15,214,253,192,253,-
Chart_15,216,300,238,300,-
Chart_15,218,-,-,-,-
Chart_15,220,349,271,349,-
Chart_15,222,305,245,306,-
Chart_15,224,-,-,-,-
Chart_15,226,268,208,269,-
Chart_15,228,-,-,-,-
Chart_15,230,303,242,304,-
Chart_15,232,-,-,-,-
Chart_15,234,-,-,-,-
Chart_15,236,-,-,-,-
Chart_15,238,-,-,-,-
Chart_15,240,292,233,292,-
Chart_15,242,254,194,255,-
Chart_15,244,299,239,300,-
Chart_15,246,-,-,-,-
Chart_15,248,383,312,384,-
Chart_15,250,364,293,364,-
Chart_15,252,-,-,-,-
Chart_15,254,268,207,268,-
Chart_15,256,319,252,319,-
Chart_15,258,-,-,-,-
Chart_15,260,309,248,309,-
Chart_15,262,-,-,-,-
Chart_15,264,339,279,339,-
Chart_15,266,-,-,-,-
Chart_15,268,-,-,-,-
Chart_15,270,271,210,271,-
Chart_15,272,-,-,-,-
Chart_15,274,248,187,248,-
Chart_15,276,327,267,328,-
Chart_15,278,287,226,287,-
Chart_15,280,-,-,-,-
Chart_15,282,281,210,282,-
Chart_15,284,283,222,284,-
Chart_15,286,263,201,263,-
Chart_15,288,290,229,290,-
Chart_15,290,-,-,-,-
Chart_15,292,280,212,280,-
Chart_15,294,-,-,-,-
Chart_15,296,-,-,-,-
Chart_15,298,-,-,-,-
Chart_15,300,271,207,271,-
Chart_15,302,-,-,-,-
Chart_15,304,279,216,286,-
Chart_15,306,-,-,-,-
Chart_15,308,253,193,253,-
Chart_15,310,-,-,-,-
Chart_15,312,261,201,261,-
Chart_15,314,-,-,-,-
Chart_15,316,304,244,304,-
Chart_15,318,277,216,277,-
Chart_15,320,285,225,285,-
Chart_15,322,267,207,267,-
Chart_15,324,300,239,300,-
Chart_15,326,-,-,-,-
Chart_15,328,242,182,243,-
Chart_15,330,262,203,262,-
Chart_15,332,-,-,-,-
Chart_15,334,285,214,285,-
Chart_15,336,214,153,214,-
Chart_15,338,-,-,-,-
Chart_15,340,265,205,266,-
Chart_15,342,287,227,287,-
Chart_15,344,-,-,-,-
Chart_15,346,294,224,295,-
Chart_15,348,277,216,277,-
Chart_15,350,301,240,301,-
Chart_15,352,307,247,307,-
Chart_15,354,296,235,297,-
Chart_15,356,289 3903,228 3813,289,3903
Chart_15,358,266,204,266,-
Chart_15,360,238,178,239,-
Chart_15,362,269,207,269,-
Chart_15,364,258,194,258,-
Chart_15,366,252,190,252,-
Chart_15,368,-,-,-,-
Chart_15,370,272,210,272,-
Chart_15,372,252,192,253,-
Chart_15,374,248,183,248,-
Chart_15,376,242,181,242,-
Chart_15,378,-,-,-,-
Chart_15,380,-,-,-,-
Chart_15,382,-,-,-,-
Chart_15,384,272,212,273,-
Chart_15,386,334,268,335,-
Chart_15,388,-,-,-,-
Chart_15,390,361,301,362,-
Chart_15,392,273,202,273,-
Chart_15,394,283,224,283,-
Chart_15,396,-,-,-,-
Chart_15,398,241,166,241,-
Chart_15,400,289,225,289,-
