bug_ID,variant_ID,process_lifetime,execute_time,run_failing_test_case_time,run_regression_test_case_time
Chart_6,2,217,155,218,-
Chart_6,4,-,-,-,-
Chart_6,6,195,134,196,-
Chart_6,8,-,-,-,-
Chart_6,10,-,-,-,-
Chart_6,12,196,134,196,-
Chart_6,14,199,126,200,-
Chart_6,16,243,170,244,-
Chart_6,18,-,-,-,-
Chart_6,20,184,123,185,-
Chart_6,22,192,132,193,-
Chart_6,24,-,-,-,-
Chart_6,26,157,97,158,-
Chart_6,28,-,-,-,-
Chart_6,30,190,127,191,-
Chart_6,32,227,145,227,-
Chart_6,34,-,-,-,-
Chart_6,36,203,138,203,-
Chart_6,38,217,157,218,-
Chart_6,40,231,170,232,-
Chart_6,42,224,157,224,-
Chart_6,44,-,-,-,-
Chart_6,46,189,128,190,-
Chart_6,48,-,-,-,-
Chart_6,50,-,-,-,-
Chart_6,52,188,127,188,-
Chart_6,54,237,157,237,-
Chart_6,56,207,136,207,-
Chart_6,58,219,158,220,-
Chart_6,60,208,139,208,-
Chart_6,62,232,168,232,-
Chart_6,64,-,-,-,-
Chart_6,66,-,-,-,-
Chart_6,68,154,94,155,-
Chart_6,70,297,226,297,-
Chart_6,72,-,-,-,-
Chart_6,74,192,125,192,-
Chart_6,76,190,115,190,-
Chart_6,78,176,115,176,-
Chart_6,80,191,114,191,-
Chart_6,82,237,170,251,-
Chart_6,84,205,134,205,-
Chart_6,86,169,94,170,-
Chart_6,88,-,-,-,-
Chart_6,90,215,132,216,-
Chart_6,92,-,-,-,-
Chart_6,94,250,169,251,-
Chart_6,96,186,122,187,-
Chart_6,98,245,182,245,-
Chart_6,100,166,106,167,-
Chart_6,102,270,203,270,-
Chart_6,104,188,128,188,-
Chart_6,106,249,188,249,-
Chart_6,108,202,141,202,-
Chart_6,110,229,147,229,-
Chart_6,112,264,201,264,-
Chart_6,114,-,-,-,-
Chart_6,116,226,151,226,-
Chart_6,118,257,186,257,-
Chart_6,120,-,-,-,-
Chart_6,122,-,-,-,-
Chart_6,124,244,165,244,-
