bug_ID,variant_ID,hotswap_time,hotswap_byte_length,execute_time,run_failing_test_case_time,run_regression_test_case_time
Chart_21,2,-,-,-,-,-
Chart_21,4,14,6211,1,16,-
Chart_21,6,13,6173,1,15,-
Chart_21,8,12,2677,1,14,-
Chart_21,10,13,6228,7,22,-
Chart_21,12,18,6215,1,20,-
Chart_21,14,17,6218,1,19,-
Chart_21,16,-,-,-,-,-
Chart_21,18,13,5184,1,15,-
Chart_21,20,12,6173,1,14,-
Chart_21,22,13,6211,1,15,-
Chart_21,24,12,6202,1,14,-
Chart_21,26,11,6226,1,14,-
Chart_21,28,11,5196,1,13,-
Chart_21,30,-,-,-,-,-
Chart_21,32,11,5920,2,15,-
Chart_21,34,11,6210,1,14,-
Chart_21,36,11,6128,1,13,-
Chart_21,38,11,6211,1,13,-
Chart_21,40,-,-,-,-,-
Chart_21,42,-,-,-,-,-
Chart_21,44,11,5214,1,13,-
Chart_21,46,-,-,-,-,-
Chart_21,48,-,-,-,-,-
Chart_21,50,11,6210,1,13,-
Chart_21,52,11,2977,1,13,-
Chart_21,54,11,3758,1,13,-
Chart_21,56,11,6211,1,13,-
Chart_21,58,-,-,-,-,-
Chart_21,60,11,6088,1,13,-
Chart_21,62,11,6211,1,13,-
Chart_21,64,11,6211,1,13,-
Chart_21,66,11,6229,1,13,-
Chart_21,68,11,6211,1,13,-
Chart_21,70,11,6211,1,13,-
Chart_21,72,11,6202,1,13,-
Chart_21,74,11,5201,1,13,-
Chart_21,76,10,5201,1,12,-
Chart_21,78,11,6210,1,13,-
Chart_21,80,-,-,-,-,-
Chart_21,82,11,6211,1,13,-
Chart_21,84,-,-,-,-,-
Chart_21,86,-,-,-,-,-
Chart_21,88,11,6211,1,13,-
Chart_21,90,11,6221,1,13,-
Chart_21,92,-,-,-,-,-
Chart_21,94,10,6211,1,12,-
Chart_21,96,11,6117,1,13,-
Chart_21,98,11,6211,1,13,-
Chart_21,100,10,6226,1,12,-
Chart_21,102,-,-,-,-,-
Chart_21,104,10,6173,1,12,-
Chart_21,106,10,6208,1,12,-
Chart_21,108,-,-,-,-,-
Chart_21,110,11,6211,1,13,-
Chart_21,112,11,6211,1,13,-
Chart_21,114,11,2969,1 2894,12,2899
Chart_21,116,13,6211,1,15,-
Chart_21,118,14,6211,1,15,-
Chart_21,120,13,6117,1,15,-
Chart_21,122,13,6033,1,15,-
Chart_21,124,13,5219,1,14,-
Chart_21,126,13,6208,1,15,-
Chart_21,128,13,3782,1,15,-
Chart_21,130,13,3758,1,14,-
Chart_21,132,13,6173,1,15,-
Chart_21,134,-,-,-,-,-
Chart_21,136,-,-,-,-,-
Chart_21,138,13,6173,0,14,-
Chart_21,140,13,6217,0,15,-
Chart_21,142,13,6057,1,15,-
Chart_21,144,13,6211,1,15,-
Chart_21,146,13,5189,1,15,-
Chart_21,148,13,6216,1,15,-
Chart_21,150,13,5216,1,14,-
Chart_21,152,13,6211,1,15,-
Chart_21,154,13,6211,1,15,-
Chart_21,156,13,6237,1,15,-
Chart_21,158,13,3782,1,15,-
Chart_21,160,14,6239,1,16,-
Chart_21,162,14,6211,1,15,-
Chart_21,164,14,6231,1,16,-
Chart_21,166,15,6182,1,17,-
Chart_21,168,13,6210,1,15,-
Chart_21,170,14,6211,1,16,-
Chart_21,172,13,2971,1,15,-
Chart_21,174,13,6211,1,15,-
Chart_21,176,13,6202,1,15,-
Chart_21,178,-,-,-,-,-
Chart_21,180,-,-,-,-,-
Chart_21,182,13,6211,1,19,-
Chart_21,184,13,6159,1,15,-
Chart_21,186,13,6173,1,15,-
Chart_21,188,-,-,-,-,-
Chart_21,190,13,6211,1,15,-
Chart_21,192,14,6210,1,15,-
Chart_21,194,13,6211,1,15,-
Chart_21,196,14,6211,1,16,-
Chart_21,198,-,-,-,-,-
Chart_21,200,14,6173,2,17,-
Chart_21,202,13,1274,1,15,-
Chart_21,204,13,6211,1,15,-
Chart_21,206,13,6211,1,15,-
Chart_21,208,13,6211,1,15,-
Chart_21,210,-,-,-,-,-
Chart_21,212,-,-,-,-,-
Chart_21,214,13,6211,1,15,-
Chart_21,216,13,6211,1,15,-
Chart_21,218,-,-,-,-,-
Chart_21,220,13,1274,1,15,-
Chart_21,222,13,6211,1,15,-
Chart_21,224,14,6231,1,16,-
Chart_21,226,13,3765,1,15,-
Chart_21,228,14,6017,1,16,-
Chart_21,230,13,2969,1 2934,15,2951
Chart_21,232,14,5304,0,15,-
Chart_21,234,-,-,-,-,-
Chart_21,236,14,6173,1,16,-
Chart_21,238,14,6213,1,16,-
