bug_ID,variant_ID,hotswap_time,hotswap_byte_length,execute_time,run_failing_test_case_time,run_regression_test_case_time
Chart_6,2,12,7721,1,15,-
Chart_6,4,-,-,-,-,-
Chart_6,6,11,1643,1,13,-
Chart_6,8,-,-,-,-,-
Chart_6,10,-,-,-,-,-
Chart_6,12,10,1643,2,14,-
Chart_6,14,15,1728,1,17,-
Chart_6,16,15,1643,1,17,-
Chart_6,18,-,-,-,-,-
Chart_6,20,15,1654,1,18,-
Chart_6,22,12,1714,1,14,-
Chart_6,24,-,-,-,-,-
Chart_6,26,16,7721,1,18,-
Chart_6,28,-,-,-,-,-
Chart_6,30,16,7721,1,18,-
Chart_6,32,11,1734,0,13,-
Chart_6,34,-,-,-,-,-
Chart_6,36,14,2976,1,16,-
Chart_6,38,11,3079,1,13,-
Chart_6,40,12,3065,2,16,-
Chart_6,42,15,1714,1,17,-
Chart_6,44,-,-,-,-,-
Chart_6,46,14,3082,0,16,-
Chart_6,48,-,-,-,-,-
Chart_6,50,-,-,-,-,-
Chart_6,52,14,3082,0,15,-
Chart_6,54,14,1822,0,15,-
Chart_6,56,13,1654,0,15,-
Chart_6,58,11,1728,1,13,-
Chart_6,60,10,1698,0,12,-
Chart_6,62,12,7721,1,14,-
Chart_6,64,-,-,-,-,-
Chart_6,66,-,-,-,-,-
Chart_6,68,15,3065,1,17,-
Chart_6,70,11,1654,1,13,-
Chart_6,72,-,-,-,-,-
Chart_6,74,10,1654,0,12,-
Chart_6,76,10,3093,0,12,-
Chart_6,78,10,1779,0,12,-
Chart_6,80,10,1743,0,12,-
Chart_6,82,10,3079,1,12,-
Chart_6,84,11,7741,1,13,-
Chart_6,86,11,3055,1,13,-
Chart_6,88,-,-,-,-,-
Chart_6,90,10,3093,0,12,-
Chart_6,92,-,-,-,-,-
Chart_6,94,12,7721,1,13,-
Chart_6,96,10,1728,1,12,-
Chart_6,98,10,1654,1,12,-
Chart_6,100,10,1714,1,12,-
Chart_6,102,14,1714,1,16,-
Chart_6,104,10,1643,1,12,-
Chart_6,106,14,1654,1,16,-
Chart_6,108,14,1728,0,16,-
Chart_6,110,15,3055,1,16,-
Chart_6,112,11,1654,1,13,-
Chart_6,114,-,-,-,-,-
Chart_6,116,10,3082,1,12,-
Chart_6,118,10,3082,0,12,-
Chart_6,120,-,-,-,-,-
Chart_6,122,-,-,-,-,-
Chart_6,124,11,3093,0,12,-
Chart_6,126,-,-,-,-,-
Chart_6,128,-,-,-,-,-
Chart_6,130,-,-,-,-,-
Chart_6,132,-,-,-,-,-
Chart_6,134,10,3082,0,12,-
Chart_6,136,-,-,-,-,-
Chart_6,138,10,1842,1,12,-
Chart_6,140,-,-,-,-,-
Chart_6,142,11,1654,1,12,-
Chart_6,144,10,3082,0,12,-
Chart_6,146,10,1893,0,12,-
Chart_6,148,-,-,-,-,-
Chart_6,150,10,1714,1,12,-
