bug_ID,variant_ID,process_lifetime,execute_time,run_failing_test_case_time,run_regression_test_case_time
Chart_18,2,143,82,144,-
Chart_18,4,139,79,140,-
Chart_18,6,137,76,138,-
Chart_18,8,-,-,-,-
Chart_18,10,-,-,-,-
Chart_18,12,139,77,139,-
Chart_18,14,139,77,139,-
Chart_18,16,136,75,136,-
Chart_18,18,147,79,147,-
Chart_18,20,140,80,141,-
Chart_18,22,141,81,141,-
Chart_18,24,163,96,164,-
Chart_18,26,-,-,-,-
Chart_18,28,149,84,150,-
Chart_18,30,142,79,143,-
Chart_18,32,156,82,157,-
Chart_18,34,-,-,-,-
Chart_18,36,144,82,145,-
Chart_18,38,-,-,-,-
Chart_18,40,-,-,-,-
Chart_18,42,142,80,143,-
Chart_18,44,-,-,-,-
Chart_18,46,145,78,145,-
Chart_18,48,137,76,137,-
Chart_18,50,146,82,147,-
Chart_18,52,145,76,146,-
Chart_18,54,141,76,141,-
Chart_18,56,151,81,151,-
Chart_18,58,146,76,146,-
Chart_18,60,135,75,136,-
Chart_18,62,-,-,-,-
Chart_18,64,137,76,138,-
Chart_18,66,144,76,145,-
Chart_18,68,140,80,140,-
Chart_18,70,143,77,144,-
Chart_18,72,140,79,141,-
Chart_18,74,141,78,141,-
Chart_18,76,149,83,149,-
Chart_18,78,-,-,-,-
Chart_18,80,-,-,-,-
Chart_18,82,143,81,143,-
Chart_18,84,137,75,137,-
Chart_18,86,136,75,136,-
Chart_18,88,136,75,136,-
Chart_18,90,-,-,-,-
Chart_18,92,119,42,119,-
Chart_18,94,151,83,152,-
Chart_18,96,-,-,-,-
Chart_18,98,-,-,-,-
Chart_18,100,144,79,144,-
Chart_18,102,140,76,140,-
Chart_18,104,136,75,136,-
Chart_18,106,146,77,147,-
Chart_18,108,138,78,139,-
Chart_18,110,135,75,136,-
Chart_18,112,-,-,-,-
Chart_18,114,-,-,-,-
Chart_18,116,138,78,139,-
Chart_18,118,145,84,146,-
Chart_18,120,151,76,151,-
Chart_18,122,140,79,140,-
Chart_18,124,145,78,145,-
Chart_18,126,139,79,139,-
Chart_18,128,145,82,145,-
Chart_18,130,135,75,135,-
Chart_18,132,143,81,143,-
Chart_18,134,146,78,146,-
Chart_18,136,136,75,136,-
Chart_18,138,143,82,144,-
Chart_18,140,139,75,139,-
Chart_18,142,-,-,-,-
Chart_18,144,-,-,-,-
Chart_18,146,143,76,144,-
Chart_18,148,139,74,139,-
Chart_18,150,141,81,141,-
Chart_18,152,140,76,141,-
Chart_18,154,138,77,138,-
Chart_18,156,143,81,143,-
Chart_18,158,146,77,147,-
Chart_18,160,139,80,140,-
Chart_18,162,135,75,136,-
Chart_18,164,141,81,142,-
Chart_18,166,-,-,-,-
Chart_18,168,143,76,143,-
Chart_18,170,141,77,142,-
Chart_18,172,147,82,147,-
Chart_18,174,-,-,-,-
Chart_18,176,145,78,146,-
Chart_18,178,139,79,139,-
Chart_18,180,143,80,143,-
Chart_18,182,137,75,138,-
Chart_18,184,134,74,134,-
Chart_18,186,136,75,136,-
Chart_18,188,141,76,141,-
Chart_18,190,140,76,140,-
Chart_18,192,135,75,136,-
Chart_18,194,-,-,-,-
Chart_18,196,154,85,154,-
Chart_18,198,136,76,137,-
Chart_18,200,139,77,139,-
Chart_18,202,-,-,-,-
Chart_18,204,136,75,136,-
Chart_18,206,138,77,138,-
Chart_18,208,142,80,142,-
Chart_18,210,140,79,140,-
