bug_ID,variant_ID,hotswap_time,hotswap_byte_length,execute_time,run_failing_test_case_time,run_regression_test_case_time
Math_106,2,-,-,-,-,-
Math_106,4,-,-,-,-,-
Math_106,6,-,-,-,-,-
Math_106,8,-,-,-,-,-
Math_106,10,-,-,-,-,-
Math_106,12,-,-,-,-,-
Math_106,14,-,-,-,-,-
Math_106,16,8,3022,4,35,-
Math_106,18,8,5299,2,32,-
Math_106,20,-,-,-,-,-
Math_106,22,8,3032,2,31,-
Math_106,24,8,2989,1,16,-
Math_106,26,8,5286,2,24,-
Math_106,28,8,3024,4,32,-
Math_106,30,9,5289,26,52,-
Math_106,32,-,-,-,-,-
Math_106,34,8,5067,1,33,-
Math_106,36,7,2903,1,32,-
Math_106,38,6,5286,12,37,-
Math_106,40,-,-,-,-,-
Math_106,42,7,5298,1,34,-
Math_106,44,6,3008,1,38,-
Math_106,46,6,2989,1,38,-
Math_106,48,7,5076,-,10028,-
Math_106,50,-,-,-,-,-
Math_106,52,15,3000,55,230,-
Math_106,54,-,-,-,-,-
Math_106,56,2,2989,3,26,-
Math_106,58,-,-,-,-,-
Math_106,60,5,3016,4,25,-
Math_106,62,2,5128,3,21,-
Math_106,64,2,5322,3,32,-
Math_106,66,2,5182,14,43,-
Math_106,68,-,-,-,-,-
Math_106,70,2,5206,2,26,-
Math_106,72,2,5289,8,13,-
Math_106,74,-,-,-,-,-
Math_106,76,2,5079,-,10007,-
Math_106,78,-,-,-,-,-
Math_106,80,3,5288,55,303,-
Math_106,82,-,-,-,-,-
Math_106,84,-,-,-,-,-
Math_106,86,2,2989,4,27,-
Math_106,88,2,2957,4,30,-
Math_106,90,2,5289,9,34,-
Math_106,92,2,5308,3,29,-
Math_106,94,-,-,-,-,-
Math_106,96,2,3027,4,24,-
Math_106,98,2,5079,-,10003,-
Math_106,100,2,2989,61,237,-
Math_106,102,2,5082,-,10009,-
Math_106,104,-,-,-,-,-
Math_106,106,-,-,-,-,-
Math_106,108,2,3028,49,211,-
Math_106,110,7,2989,3,14,-
Math_106,112,2,5128,3,30,-
Math_106,114,4,5097,3,35,-
Math_106,116,-,-,-,-,-
Math_106,118,-,-,-,-,-
Math_106,120,-,-,-,-,-
Math_106,122,2,5294,14,17,-
Math_106,124,2,5079,-,10009,-
Math_106,126,6,5036,53,212,-
Math_106,128,1,2977,13,15,-
Math_106,130,-,-,-,-,-
Math_106,132,-,-,-,-,-
Math_106,134,2,3023,12,16,-
Math_106,136,-,-,-,-,-
Math_106,138,2,5182,2,6,-
Math_106,140,2,2989,2,7,-
Math_106,142,-,-,-,-,-
Math_106,144,2,2989,2,7,-
Math_106,146,2,5082,-,10003,-
Math_106,148,3,2989,50,192,-
Math_106,150,-,-,-,-,-
Math_106,152,2,5250,4,29,-
Math_106,154,-,-,-,-,-
Math_106,156,1,2977,3,46,-
Math_106,158,1,2976,23,34,-
Math_106,160,-,-,-,-,-
Math_106,162,4,5067,3,14,-
Math_106,164,2,5310,2,30,-
Math_106,166,-,-,-,-,-
Math_106,168,-,-,-,-,-
Math_106,170,2,5284,9,13,-
Math_106,172,-,-,-,-,-
Math_106,174,-,-,-,-,-
Math_106,176,-,-,-,-,-
Math_106,178,2,3025,7,10,-
Math_106,180,2,5252,5,8,-
Math_106,182,-,-,-,-,-
Math_106,184,2,3008,10,13,-
Math_106,186,2,4989,2,5,-
Math_106,188,2,3011,6,9,-
Math_106,190,-,-,-,-,-
Math_106,192,-,-,-,-,-
Math_106,194,-,-,-,-,-
Math_106,196,-,-,-,-,-
Math_106,198,-,-,-,-,-
Math_106,200,-,-,-,-,-
Math_106,202,-,-,-,-,-
Math_106,204,-,-,-,-,-
Math_106,206,2,5089,2,29,-
Math_106,208,2,3020,2,30,-
Math_106,210,2,2903,2,30,-
Math_106,212,2,5089,8,30,-
Math_106,214,-,-,-,-,-
Math_106,216,2,5298,4,10,-
Math_106,218,2,5305,1,5,-
Math_106,220,-,-,-,-,-
Math_106,222,3,5306,1,5,-
Math_106,224,-,-,-,-,-
Math_106,226,3,5073,-,10004,-
Math_106,228,3,2903,72,293,-
Math_106,230,-,-,-,-,-
Math_106,232,2,5298,9,13,-
Math_106,234,-,-,-,-,-
Math_106,236,2,5082,-,10003,-
Math_106,238,8,5299,43,197,-
Math_106,240,1,5304,5,9,-
Math_106,242,2,5079,-,10002,-
Math_106,244,-,-,-,-,-
Math_106,246,-,-,-,-,-
Math_106,248,2,2972,46,186,-
Math_106,250,-,-,-,-,-
Math_106,252,1,3020,3,16,-
Math_106,254,2,5099,4,9,-
Math_106,256,1,3008,17,32,-
Math_106,258,4,2989,6,11,-
Math_106,260,-,-,-,-,-
Math_106,262,-,-,-,-,-
Math_106,264,2,3008,3,7,-
Math_106,266,2,3008,17,20,-
Math_106,268,2,5290,2,12,-
Math_106,270,2,3011,3,6,-
Math_106,272,3,5290,2,7,-
Math_106,274,-,-,-,-,-
Math_106,276,-,-,-,-,-
Math_106,278,1,5299,2,4,-
Math_106,280,-,-,-,-,-
Math_106,282,2,5107,2,7,-
Math_106,284,2,3008,17,19,-
Math_106,286,-,-,-,-,-
Math_106,288,2,5081,-,10025,-
Math_106,290,5,2989,54,188,-
Math_106,292,2,5348,4,7,-
Math_106,294,6,5302,4,11,-
Math_106,296,-,-,-,-,-
Math_106,298,-,-,-,-,-
Math_106,300,2,5286,16,21,-
Math_106,302,-,-,-,-,-
Math_106,304,9,5298,7,26,-
Math_106,306,-,-,-,-,-
Math_106,308,1,3008,3,5,-
Math_106,310,2,4980,3,7,-
Math_106,312,-,-,-,-,-
Math_106,314,2,5290,3,6,-
Math_106,316,-,-,-,-,-
Math_106,318,-,-,-,-,-
Math_106,320,-,-,-,-,-
Math_106,322,-,-,-,-,-
Math_106,324,2,5289,2,29,-
Math_106,326,2,2972,8,18,-
Math_106,328,2,5300,10,34,-
Math_106,330,2,5085,-,10009,-
Math_106,332,2,3000,49,194,-
Math_106,334,1,2903,4,6,-
Math_106,336,1,2972,14,17,-
Math_106,338,2,5039,3,7,-
Math_106,340,-,-,-,-,-
Math_106,342,2,2903,2,8,-
Math_106,344,-,-,-,-,-
Math_106,346,3,5250,6,10,-
Math_106,348,-,-,-,-,-
Math_106,350,-,-,-,-,-
Math_106,352,3,5290,2,6,-
Math_106,354,2,3001,2,12,-
Math_106,356,-,-,-,-,-
Math_106,358,-,-,-,-,-
Math_106,360,-,-,-,-,-
Math_106,362,2,5234,2,5,-
Math_106,364,2,5084,-,10003,-
Math_106,366,3,4987,57,190,-
Math_106,368,-,-,-,-,-
Math_106,370,2,5298,5,8,-
Math_106,372,-,-,-,-,-
Math_106,374,1,2989,3,6,-
Math_106,376,-,-,-,-,-
Math_106,378,-,-,-,-,-
Math_106,380,-,-,-,-,-
