bug_ID,variant_ID,hotswap_time,hotswap_byte_length,execute_time,run_failing_test_case_time,run_regression_test_case_time
Math_71,2,-,-,-,-,-
Math_71,4,9 9,1521 4657,-,10019,-
Math_71,6,4,5863,-,10107,-
Math_71,8,6,5657,-,10122,-
Math_71,10,-,-,-,-,-
Math_71,12,6,4023,76,201,-
Math_71,14,-,-,-,-,-
Math_71,16,-,-,-,-,-
Math_71,18,1 1,1521 4616,-,10004,-
Math_71,20,-,-,-,-,-
Math_71,22,2,4019,108,214,-
Math_71,24,1 2,1521 4677,70,75,-
Math_71,26,2,4083,20,23,-
Math_71,28,2,4110,-,10003,-
Math_71,30,6 0,5048 645,102,224,-
Math_71,32,2,4055,47,51,-
Math_71,34,2,4101,27,30,-
Math_71,36,2 2,1521 4617,46,65,-
Math_71,38,2,4050,40,44,-
Math_71,40,2,3774,21,25,-
Math_71,42,2,4038,20,23,-
Math_71,44,2 2,1521 4670,56,62,-
Math_71,46,-,-,-,-,-
Math_71,48,3,4045,46,50,-
Math_71,50,-,-,-,-,-
Math_71,52,3 3,1521 4659,62,70,-
Math_71,54,3,3855,46,50,-
Math_71,56,-,-,-,-,-
Math_71,58,2,4106,51,54,-
Math_71,60,-,-,-,-,-
Math_71,62,-,-,-,-,-
Math_71,64,-,-,-,-,-
Math_71,66,2 2,1521 4611,39,46,-
Math_71,68,2,3703,60,64,-
Math_71,70,-,-,-,-,-
Math_71,72,2,3715,31,35,-
Math_71,74,-,-,-,-,-
Math_71,76,-,-,-,-,-
Math_71,78,2,4076,53,56,-
Math_71,80,2 2,1521 4667,40,46,-
Math_71,82,2 2,1521 4464,-,10006,-
Math_71,84,-,-,-,-,-
Math_71,86,-,-,-,-,-
Math_71,88,2,3393,-,10106,-
Math_71,90,2,3349,104,208,-
Math_71,92,1,4040,48,51,-
Math_71,94,1 1,1521 4676,50,54,-
Math_71,96,-,-,-,-,-
Math_71,98,1,1870,47,50,-
Math_71,100,-,-,-,-,-
Math_71,102,-,-,-,-,-
Math_71,104,2 1,1521 4665,47,52,-
Math_71,106,2 1,1521 4675,46,51,-
Math_71,108,-,-,-,-,-
Math_71,110,2,4045,-,10002,-
Math_71,112,2 1,1501 4460,-,10104,-
Math_71,114,-,-,-,-,-
Math_71,116,2 1,1521 4678,98,223,-
Math_71,118,2,3488,57,61,-
Math_71,120,-,-,-,-,-
Math_71,122,2,4081,55,58,-
Math_71,124,2,4046,43,46,-
Math_71,126,2 1,1521 4544,-,10004,-
Math_71,128,6,4044,99,219,-
Math_71,130,2,4053,47,50,-
Math_71,132,-,-,-,-,-
Math_71,134,1,4110,-,10002,-
Math_71,136,5,4043,86,206,-
Math_71,138,2 1,4836 645,39,44,-
Math_71,140,1 1,1521 4673,76,80,-
Math_71,142,1,1892,46,48,-
Math_71,144,2,5839,-,10003,-
Math_71,146,2 1,1501 4460,-,10117,-
Math_71,148,9,5493,103,225,-
Math_71,150,2,4090,-,10003,-
Math_71,152,2 1,1521 4649,97,224,-
Math_71,154,2 2,1521 4670,-,10005,-
Math_71,156,2,4089,100,204,-
Math_71,158,2,3977,48,52,-
Math_71,160,2,4101,22,25,-
Math_71,162,-,-,-,-,-
Math_71,164,2,4060,39,42,-
Math_71,166,2,4045,37,40,-
Math_71,168,2 1,1521 4659,46,51,-
Math_71,170,2 1,1521 4659,-,10004,-
